Sample	Replicate	Species	Treatment	TimePoint	Time	PLUG_ID	Read1	Read2
Mcapitata_ATHC_TP8	Mcapitata_ATHC_TP8_2753	Mcapitata	ATHC	8	28	2753	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP8_2753_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP8_2753_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP9	Mcapitata_ATHC_TP9_1148	Mcapitata	ATHC	9	42	1148	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP9_1148_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP9_1148_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP9	Mcapitata_ATHC_TP9_2862	Mcapitata	ATHC	9	42	2862	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP9_2862_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP9_2862_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP9	Mcapitata_ATHC_TP9_2995	Mcapitata	ATHC	9	42	2995	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP9_2995_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP9_2995_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP10	Mcapitata_ATHC_TP10_1204	Mcapitata	ATHC	10	56	1204	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP10_1204_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP10_1204_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP10	Mcapitata_ATHC_TP10_2554	Mcapitata	ATHC	10	56	2554	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP10_2554_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP10_2554_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP10	Mcapitata_ATHC_TP10_2737	Mcapitata	ATHC	10	56	2737	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP10_2737_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP10_2737_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP11	Mcapitata_ATHC_TP11_1237	Mcapitata	ATHC	11	84	1237	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP11_1237_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP11_1237_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP11	Mcapitata_ATHC_TP11_2188	Mcapitata	ATHC	11	84	2188	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP11_2188_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP11_2188_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP11	Mcapitata_ATHC_TP11_2756	Mcapitata	ATHC	11	84	2756	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP11_2756_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP11_2756_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP12	Mcapitata_ATHC_TP12_1154	Mcapitata	ATHC	12	112	1154	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP12_1154_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP12_1154_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP12	Mcapitata_ATHC_TP12_2736	Mcapitata	ATHC	12	112	2736	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP12_2736_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP12_2736_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP12	Mcapitata_ATHC_TP12_2990	Mcapitata	ATHC	12	112	2990	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP12_2990_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP12_2990_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP1	Mcapitata_HTAC_TP1_1579	Mcapitata	HTAC	1	0	1579	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP1_1579_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP1_1579_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP1	Mcapitata_HTAC_TP1_2153	Mcapitata	HTAC	1	0	2153	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP1_2153_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP1_2153_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP1	Mcapitata_HTAC_TP1_2183	Mcapitata	HTAC	1	0	2183	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP1_2183_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP1_2183_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP3	Mcapitata_HTAC_TP3_1289	Mcapitata	HTAC	3	0.25	1289	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP3_1289_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP3_1289_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP3	Mcapitata_HTAC_TP3_1751	Mcapitata	HTAC	3	0.25	1751	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP3_1751_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP3_1751_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP3	Mcapitata_HTAC_TP3_2021	Mcapitata	HTAC	3	0.25	2021	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP3_2021_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP3_2021_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP4	Mcapitata_HTAC_TP4_1269	Mcapitata	HTAC	4	0.5	1269	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP4_1269_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP4_1269_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP4	Mcapitata_HTAC_TP4_1481	Mcapitata	HTAC	4	0.5	1481	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP4_1481_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP4_1481_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP4	Mcapitata_HTAC_TP4_2000	Mcapitata	HTAC	4	0.5	2000	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP4_2000_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP4_2000_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP5	Mcapitata_HTAC_TP5_1321	Mcapitata	HTAC	5	1.25	1321	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP5_1321_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP5_1321_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP5	Mcapitata_HTAC_TP5_1583	Mcapitata	HTAC	5	1.25	1583	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP5_1583_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP5_1583_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP5	Mcapitata_HTAC_TP5_1997	Mcapitata	HTAC	5	1.25	1997	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP5_1997_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP5_1997_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP6	Mcapitata_HTAC_TP6_1496	Mcapitata	HTAC	6	7	1496	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP6_1496_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP6_1496_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP6	Mcapitata_HTAC_TP6_1588	Mcapitata	HTAC	6	7	1588	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP6_1588_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP6_1588_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP6	Mcapitata_HTAC_TP6_1705	Mcapitata	HTAC	6	7	1705	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP6_1705_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP6_1705_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP7	Mcapitata_HTAC_TP7_1278	Mcapitata	HTAC	7	14	1278	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP7_1278_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP7_1278_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP7	Mcapitata_HTAC_TP7_1645	Mcapitata	HTAC	7	14	1645	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP7_1645_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP7_1645_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP7	Mcapitata_HTAC_TP7_1722	Mcapitata	HTAC	7	14	1722	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP7_1722_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP7_1722_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP8	Mcapitata_HTAC_TP8_1235	Mcapitata	HTAC	8	28	1235	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP8_1235_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP8_1235_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP8	Mcapitata_HTAC_TP8_2386	Mcapitata	HTAC	8	28	2386	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP8_2386_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP8_2386_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP8	Mcapitata_HTAC_TP8_2410	Mcapitata	HTAC	8	28	2410	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP8_2410_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP8_2410_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP9	Mcapitata_HTAC_TP9_1306	Mcapitata	HTAC	9	42	1306	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP9_1306_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP9_1306_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP9	Mcapitata_HTAC_TP9_1467	Mcapitata	HTAC	9	42	1467	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP9_1467_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP9_1467_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP9	Mcapitata_HTAC_TP9_2412	Mcapitata	HTAC	9	42	2412	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP9_2412_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP9_2412_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP10	Mcapitata_HTAC_TP10_1315	Mcapitata	HTAC	10	56	1315	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP10_1315_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP10_1315_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP10	Mcapitata_HTAC_TP10_1478	Mcapitata	HTAC	10	56	1478	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP10_1478_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP10_1478_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP10	Mcapitata_HTAC_TP10_1754	Mcapitata	HTAC	10	56	1754	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP10_1754_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP10_1754_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP11	Mcapitata_HTAC_TP11_1248	Mcapitata	HTAC	11	84	1248	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP11_1248_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP11_1248_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP11	Mcapitata_HTAC_TP11_1562	Mcapitata	HTAC	11	84	1562	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP11_1562_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP11_1562_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP11	Mcapitata_HTAC_TP11_2380	Mcapitata	HTAC	11	84	2380	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP11_2380_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP11_2380_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP12	Mcapitata_HTAC_TP12_1632	Mcapitata	HTAC	12	112	1632	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP12_1632_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP12_1632_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP12	Mcapitata_HTAC_TP12_1729	Mcapitata	HTAC	12	112	1729	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP12_1729_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP12_1729_R2_TrimmingRound2.fastq.gz
Mcapitata_HTAC_TP12	Mcapitata_HTAC_TP12_2007	Mcapitata	HTAC	12	112	2007	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP12_2007_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTAC_TP12_2007_R2_TrimmingRound2.fastq.gz
Mcapitata_HTHC_TP1	Mcapitata_HTHC_TP1_1145	Mcapitata	HTHC	1	0	1145	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTHC_TP1_1145_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTHC_TP1_1145_R2_TrimmingRound2.fastq.gz
Mcapitata_HTHC_TP1	Mcapitata_HTHC_TP1_1323	Mcapitata	HTHC	1	0	1323	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTHC_TP1_1323_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTHC_TP1_1323_R2_TrimmingRound2.fastq.gz
Mcapitata_HTHC_TP1	Mcapitata_HTHC_TP1_2081	Mcapitata	HTHC	1	0	2081	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTHC_TP1_2081_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTHC_TP1_2081_R2_TrimmingRound2.fastq.gz
Mcapitata_HTHC_TP3	Mcapitata_HTHC_TP3_1128	Mcapitata	HTHC	3	0.25	1128	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTHC_TP3_1128_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTHC_TP3_1128_R2_TrimmingRound2.fastq.gz
Mcapitata_HTHC_TP3	Mcapitata_HTHC_TP3_1277	Mcapitata	HTHC	3	0.25	1277	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTHC_TP3_1277_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTHC_TP3_1277_R2_TrimmingRound2.fastq.gz
Mcapitata_HTHC_TP3	Mcapitata_HTHC_TP3_2518	Mcapitata	HTHC	3	0.25	2518	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTHC_TP3_2518_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTHC_TP3_2518_R2_TrimmingRound2.fastq.gz
Mcapitata_HTHC_TP4	Mcapitata_HTHC_TP4_1124	Mcapitata	HTHC	4	0.5	1124	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTHC_TP4_1124_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_HTHC_TP4_1124_R2_TrimmingRound2.fastq.gz
