Orthogroup	Duplications (all)	Duplications (50% support)
OG0001395	8	8
OG0001396	8	8
OG0001397	8	8
OG0001398	8	8
OG0001399	7	7
OG0001400	8	8
OG0001401	9	9
OG0001402	8	8
OG0001403	9	9
OG0001404	9	9
OG0001405	8	8
OG0001406	8	8
OG0001407	8	8
OG0001408	9	9
OG0001409	9	9
OG0001410	9	9
OG0001411	9	9
OG0001412	9	9
OG0001413	8	8
OG0001414	8	8
OG0001415	9	9
OG0001416	8	8
OG0001417	9	9
OG0001418	8	8
OG0001419	9	9
OG0001420	8	8
OG0001421	9	9
OG0001422	9	9
OG0001423	8	8
OG0001424	9	9
OG0001425	8	8
OG0001426	8	8
OG0001427	9	9
OG0001428	8	8
OG0001429	9	9
OG0001430	8	8
OG0001431	9	9
OG0001432	9	9
OG0001433	8	8
OG0001434	8	8
OG0001435	9	9
OG0001436	8	8
OG0001437	9	9
OG0001438	9	9
OG0001439	9	9
OG0001440	8	8
OG0001441	9	9
OG0001442	8	8
OG0001443	9	9
OG0001444	9	9
OG0001445	8	8
OG0001446	9	9
OG0001447	8	8
OG0001448	8	8
OG0001449	9	9
OG0001450	8	8
OG0001451	8	8
OG0001452	9	9
OG0001453	9	9
OG0001454	9	9
OG0001455	9	9
OG0001456	9	9
OG0001457	9	9
OG0001458	9	9
OG0001459	9	9
OG0001460	8	8
OG0001461	9	9
OG0001462	8	8
OG0001463	9	9
OG0001464	9	9
OG0001465	9	9
OG0001466	9	9
OG0001467	9	9
OG0001468	9	9
OG0001469	8	8
OG0001470	9	9
OG0001471	8	8
OG0001472	8	8
OG0001473	9	9
OG0001474	9	9
OG0001475	9	9
OG0001476	9	9
OG0001477	9	9
OG0001478	9	9
OG0001479	9	9
OG0001480	9	9
OG0001481	9	9
OG0001482	8	8
OG0001483	8	8
OG0001484	8	8
OG0001485	9	9
OG0001486	8	8
OG0001487	9	9
OG0001488	8	8
OG0001489	9	9
OG0001490	9	9
OG0001491	9	9
OG0001492	9	9
OG0001493	9	9
OG0001494	9	9
OG0001495	9	9
OG0001496	8	8
OG0001497	9	9
OG0001498	9	9
OG0001499	9	9
OG0001500	9	9
OG0001501	8	8
OG0001502	9	9
OG0001503	9	9
OG0001504	8	8
OG0001505	8	8
OG0001506	9	9
OG0001507	9	9
OG0001508	9	9
OG0001509	9	9
OG0001510	9	9
OG0001511	9	9
OG0001512	9	9
OG0001513	8	8
OG0001514	8	8
OG0001515	8	8
OG0001516	8	8
OG0001517	9	9
OG0001518	9	9
OG0001519	8	8
OG0001520	8	8
OG0001521	8	8
OG0001522	8	8
OG0001523	8	8
OG0001524	8	8
OG0001525	8	8
OG0001526	8	8
OG0001527	8	8
OG0001528	8	8
OG0001529	8	8
OG0001530	8	8
OG0001531	8	8
OG0001532	8	8
OG0001533	8	8
OG0001534	8	8
OG0001535	8	8
OG0001536	8	8
OG0001537	9	9
OG0001538	9	9
OG0001539	9	9
OG0001540	9	9
OG0001541	9	9
OG0001542	9	9
OG0001543	9	9
OG0001544	9	9
OG0001545	9	9
OG0001546	9	9
OG0001547	9	9
OG0001548	9	9
OG0001549	9	9
OG0001550	9	9
OG0001551	9	9
OG0001552	9	9
OG0001553	9	9
OG0001554	9	9
OG0001555	9	9
OG0001556	9	9
OG0001557	9	9
OG0001558	9	9
OG0001559	9	9
OG0001560	9	9
OG0001561	9	9
OG0001562	9	9
OG0001563	9	9
OG0001564	9	9
OG0001565	9	9
OG0001566	9	9
OG0001567	9	9
OG0001568	9	9
OG0001569	9	9
OG0001570	9	9
OG0001571	9	9
OG0001572	9	9
OG0001573	9	9
OG0001574	9	9
OG0001575	9	9
OG0001576	9	9
OG0001577	9	9
OG0001578	9	9
OG0001579	9	9
OG0001580	9	9
OG0001581	9	9
OG0001582	9	9
OG0001583	9	9
OG0001584	9	9
OG0001585	9	9
OG0001586	9	9
OG0001587	9	9
OG0001588	9	9
OG0001589	9	9
OG0001590	9	9
OG0001591	9	9
OG0001592	9	9
OG0001593	9	9
OG0001594	9	9
OG0001595	8	8
OG0001596	8	8
OG0001597	8	8
OG0001598	8	8
OG0001599	8	8
OG0001600	7	7
OG0001601	8	8
OG0001602	7	7
OG0001603	7	7
OG0001604	7	7
OG0001605	7	7
OG0001606	7	7
OG0001607	8	8
OG0001608	6	6
OG0001609	7	7
OG0001610	8	8
OG0001611	8	8
OG0001612	7	7
OG0001613	8	8
OG0001614	7	7
OG0001615	7	7
OG0001616	7	7
OG0001617	7	7
OG0001618	8	8
OG0001619	8	8
OG0001620	8	8
OG0001621	7	7
OG0001622	7	7
OG0001623	7	7
OG0001624	8	8
OG0001625	6	6
OG0001626	8	8
OG0001627	8	8
OG0001628	8	8
OG0001629	7	7
OG0001630	8	8
OG0001631	8	8
OG0001632	8	8
OG0001633	8	8
OG0001634	8	8
OG0001635	8	8
OG0001636	7	7
OG0001637	7	7
OG0001638	8	8
OG0001639	8	8
OG0001640	8	8
OG0001641	7	7
OG0001642	8	8
OG0001643	8	8
OG0001644	7	7
OG0001645	7	7
OG0001646	8	8
OG0001647	8	8
OG0001648	8	8
OG0001649	7	7
OG0001650	7	7
OG0001651	8	8
OG0001652	8	8
OG0001653	8	8
OG0001654	8	8
OG0001655	7	7
OG0001656	8	8
OG0001657	8	8
OG0001658	8	8
OG0001659	8	8
OG0001660	8	8
OG0001661	8	8
OG0001662	7	7
OG0001663	8	8
OG0001664	8	8
OG0001665	8	8
OG0001666	7	7
OG0001667	7	7
OG0001668	7	7
OG0001669	8	8
OG0001670	7	7
OG0001671	7	7
OG0001672	8	8
OG0001673	7	7
OG0001674	7	7
OG0001675	7	7
OG0001676	7	7
OG0001677	8	8
OG0001678	8	8
OG0001679	7	7
OG0001680	7	7
OG0001681	7	7
OG0001682	7	7
OG0001683	8	8
OG0001684	7	7
OG0001685	8	8
OG0001686	7	7
OG0001687	8	8
OG0001688	6	6
OG0001689	7	7
OG0001690	8	8
OG0001691	8	8
OG0001692	8	8
OG0001693	8	8
OG0001694	8	8
OG0001695	8	8
OG0001696	8	8
OG0001697	8	8
OG0001698	7	7
OG0001699	8	8
OG0001700	8	8
OG0001701	8	8
OG0001702	8	8
OG0001703	8	8
OG0001704	7	7
OG0001705	8	8
OG0001706	8	8
OG0001707	8	8
OG0001708	8	8
OG0001709	8	8
OG0001710	8	8
OG0001711	7	7
OG0001712	7	7
OG0001713	8	8
OG0001714	7	7
OG0001715	7	7
OG0001716	7	7
OG0001717	7	7
OG0001718	8	8
OG0001719	7	7
OG0001720	8	8
OG0001721	8	8
OG0001722	8	8
OG0001723	8	8
OG0001724	8	8
OG0001725	8	8
OG0001726	8	8
OG0001727	8	8
OG0001728	7	7
OG0001729	8	8
OG0001730	8	8
OG0001731	7	7
OG0001732	7	7
OG0001733	8	8
OG0001734	8	8
OG0001735	8	8
OG0001736	8	8
OG0001737	7	7
OG0001738	7	7
OG0001739	8	8
OG0001740	8	8
OG0001741	7	7
OG0001742	5	5
OG0001743	7	7
OG0001744	8	8
OG0001745	8	8
OG0001746	8	8
OG0001747	7	7
OG0001748	8	8
OG0001749	8	8
OG0001750	8	8
OG0001751	8	8
OG0001752	8	8
OG0001753	8	8
OG0001754	8	8
OG0001755	8	8
OG0001756	8	8
OG0001757	7	7
OG0001758	8	8
OG0001759	7	7
OG0001760	7	7
OG0001761	8	8
OG0001762	7	7
OG0001763	8	8
OG0001764	8	8
OG0001765	7	7
OG0001766	7	7
OG0001767	7	7
OG0001768	7	7
OG0001769	7	7
OG0001770	7	7
OG0001771	7	7
OG0001772	8	8
OG0001773	8	8
OG0001774	8	8
OG0001775	8	8
OG0001776	7	7
OG0001777	7	7
OG0001778	7	7
OG0001779	7	7
OG0001780	7	7
OG0001781	7	7
OG0001782	7	7
OG0001783	8	8
OG0001784	8	8
OG0001785	7	7
OG0001786	7	7
OG0001787	7	7
OG0001788	8	8
OG0001789	7	7
OG0001790	7	7
OG0001791	7	7
OG0001792	7	7
OG0001793	7	7
OG0001794	6	6
OG0001795	7	7
OG0001796	6	6
OG0001797	7	7
OG0001798	7	7
OG0001799	7	7
OG0001800	7	7
OG0001801	7	7
OG0001802	7	7
OG0001803	7	7
OG0001804	7	7
OG0001805	7	7
OG0001806	7	7
OG0001807	8	8
OG0001808	7	7
OG0001809	7	7
OG0001810	7	7
OG0001811	7	7
OG0001812	7	7
OG0001813	7	7
OG0001814	7	7
OG0001815	7	7
OG0001816	7	7
OG0001817	7	7
OG0001818	7	7
OG0001819	7	7
OG0001820	8	8
OG0001821	7	7
OG0001822	7	7
OG0001823	7	7
OG0001824	7	7
OG0001825	7	7
OG0001826	7	7
OG0001827	7	7
OG0001828	7	7
OG0001829	7	7
OG0001830	7	7
OG0001831	8	8
OG0001832	8	8
OG0001833	8	8
OG0001834	8	8
OG0001835	8	8
OG0001836	8	8
OG0001837	8	8
OG0001838	8	8
OG0001839	8	8
OG0001840	8	8
OG0001841	8	8
OG0001842	8	8
OG0001843	8	8
OG0001844	8	8
OG0001845	8	8
OG0001846	8	8
OG0001847	8	8
OG0001848	8	8
OG0001849	8	8
OG0001850	8	8
OG0001851	8	8
OG0001852	8	8
OG0001853	8	8
OG0001854	8	8
OG0001855	8	8
OG0001856	8	8
OG0001857	8	8
OG0001858	8	8
OG0001859	8	8
OG0001860	8	8
OG0001861	8	8
OG0001862	8	8
OG0001863	8	8
OG0001864	8	8
OG0001865	8	8
OG0001866	8	8
OG0001867	8	8
OG0001868	8	8
OG0001869	8	8
OG0001870	8	8
OG0001871	8	8
OG0001872	8	8
OG0001873	8	8
OG0001874	8	8
OG0001875	8	8
OG0001876	8	8
OG0001877	8	8
OG0001878	8	8
OG0001879	8	8
OG0001880	8	8
OG0001881	8	8
OG0001882	8	8
OG0001883	8	8
OG0001884	8	8
OG0001885	8	8
OG0001886	8	8
OG0001887	8	8
OG0001888	8	8
OG0001889	8	8
OG0001890	8	8
OG0001891	8	8
OG0001892	8	8
OG0001893	8	8
OG0001894	8	8
OG0001895	8	8
OG0001896	8	8
OG0001897	8	8
OG0001898	8	8
OG0001899	8	8
OG0001900	7	7
OG0001901	7	7
OG0001902	6	6
OG0001903	6	6
OG0001904	7	7
OG0001905	7	7
OG0001906	6	6
OG0001907	7	7
OG0001908	5	5
OG0001909	6	6
OG0001910	7	7
OG0001911	7	7
OG0001912	6	6
OG0001913	7	7
OG0001914	7	7
OG0001915	6	6
OG0001916	7	7
OG0001917	7	7
OG0001918	6	6
OG0001919	6	6
OG0001920	6	6
OG0001921	7	7
OG0001922	7	7
OG0001923	7	7
OG0001924	7	7
OG0001925	6	6
OG0001926	7	7
OG0001927	5	5
OG0001928	6	6
OG0001929	6	6
OG0001930	6	6
OG0001931	6	6
OG0001932	6	6
OG0001933	7	7
OG0001934	6	6
OG0001935	6	6
OG0001936	6	6
OG0001937	5	5
OG0001938	6	6
OG0001939	6	6
OG0001940	7	7
OG0001941	6	6
OG0001942	6	6
OG0001943	7	7
OG0001944	6	6
OG0001945	7	7
OG0001946	7	7
OG0001947	7	7
OG0001948	6	6
OG0001949	7	7
OG0001950	6	6
OG0001951	7	7
OG0001952	7	7
OG0001953	7	7
OG0001954	6	6
OG0001955	6	6
OG0001956	7	7
OG0001957	7	7
OG0001958	6	6
OG0001959	6	6
OG0001960	7	7
OG0001961	7	7
OG0001962	7	7
OG0001963	6	6
OG0001964	7	7
OG0001965	6	6
OG0001966	7	7
OG0001967	6	6
OG0001968	6	6
OG0001969	6	6
OG0001970	7	7
OG0001971	6	6
OG0001972	6	6
OG0001973	6	6
OG0001974	6	6
OG0001975	6	6
OG0001976	7	7
OG0001977	7	7
OG0001978	6	6
OG0001979	7	7
OG0001980	7	7
OG0001981	7	7
OG0001982	7	7
OG0001983	6	6
OG0001984	6	6
OG0001985	7	7
OG0001986	6	6
OG0001987	7	7
OG0001988	6	6
OG0001989	7	7
OG0001990	7	7
OG0001991	6	6
OG0001992	7	7
OG0001993	6	6
OG0001994	6	6
OG0001995	7	7
OG0001996	7	7
OG0001997	7	7
OG0001998	7	7
OG0001999	7	7
OG0002000	6	6
OG0002001	6	6
OG0002002	6	6
OG0002003	7	7
OG0002004	7	7
OG0002005	6	6
OG0002006	7	7
OG0002007	7	7
OG0002008	5	5
OG0002009	6	6
OG0002010	6	6
OG0002011	7	7
OG0002012	6	6
OG0002013	6	6
OG0002014	6	6
OG0002015	6	6
OG0002016	7	7
OG0002017	6	6
OG0002018	7	7
OG0002019	5	5
OG0002020	6	6
OG0002021	6	6
OG0002022	6	6
OG0002023	6	6
OG0002024	7	7
OG0002025	6	6
OG0002026	7	7
OG0002027	7	7
OG0002028	7	7
OG0002029	6	6
OG0002030	7	7
OG0002031	6	6
OG0002032	6	6
OG0002033	7	7
OG0002034	6	6
OG0002035	7	7
OG0002036	7	7
OG0002037	6	6
OG0002038	7	7
OG0002039	7	7
OG0002040	7	7
OG0002041	7	7
OG0002042	6	6
OG0002043	7	7
OG0002044	7	7
OG0002045	6	6
OG0002046	7	7
OG0002047	7	7
OG0002048	7	7
OG0002049	6	6
OG0002050	7	7
OG0002051	7	7
OG0002052	7	7
OG0002053	7	7
OG0002054	7	7
OG0002055	7	7
OG0002056	7	7
OG0002057	6	6
OG0002058	7	7
OG0002059	7	7
OG0002060	7	7
OG0002061	7	7
OG0002062	7	7
OG0002063	7	7
OG0002064	7	7
OG0002065	7	7
OG0002066	6	6
OG0002067	6	6
OG0002068	7	7
OG0002069	7	7
OG0002070	6	6
OG0002071	7	7
OG0002072	7	7
OG0002073	7	7
OG0002074	7	7
OG0002075	7	7
OG0002076	7	7
OG0002077	6	6
OG0002078	7	7
OG0002079	7	7
OG0002080	6	6
OG0002081	7	7
OG0002082	7	7
OG0002083	7	7
OG0002084	7	7
OG0002085	7	7
OG0002086	6	6
OG0002087	7	7
OG0002088	6	6
OG0002089	7	7
OG0002090	6	6
OG0002091	7	7
OG0002092	7	7
OG0002093	7	7
OG0002094	7	7
OG0002095	7	7
OG0002096	7	7
OG0002097	7	7
OG0002098	7	7
OG0002099	7	7
OG0002100	7	7
OG0002101	6	6
OG0002102	6	6
OG0002103	7	7
OG0002104	6	6
OG0002105	7	7
OG0002106	6	6
OG0002107	6	6
OG0002108	6	6
OG0002109	6	6
OG0002110	6	6
OG0002111	7	7
OG0002112	6	6
OG0002113	5	5
OG0002114	7	7
OG0002115	7	7
OG0002116	7	7
OG0002117	7	7
OG0002118	7	7
OG0002119	6	6
OG0002120	7	7
OG0002121	7	7
OG0002122	6	6
OG0002123	7	7
OG0002124	7	7
OG0002125	7	7
OG0002126	6	6
OG0002127	6	6
OG0002128	6	6
OG0002129	7	7
OG0002130	6	6
OG0002131	6	6
OG0002132	7	7
OG0002133	7	7
OG0002134	7	7
OG0002135	7	7
OG0002136	5	5
OG0002137	7	7
OG0002138	7	7
OG0002139	7	7
OG0002140	7	7
OG0002141	6	6
OG0002142	7	7
OG0002143	7	7
OG0002144	7	7
OG0002145	6	6
OG0002146	6	6
OG0002147	6	6
OG0002148	7	7
OG0002149	7	7
OG0002150	6	6
OG0002151	7	7
OG0002152	6	6
OG0002153	6	6
OG0002154	6	6
OG0002155	6	6
OG0002156	7	7
OG0002157	7	7
OG0002158	6	6
OG0002159	7	7
OG0002160	6	6
OG0002161	6	6
OG0002162	7	7
OG0002163	6	6
OG0002164	6	6
OG0002165	7	7
OG0002166	7	7
OG0002167	6	6
OG0002168	6	6
OG0002169	7	7
OG0002170	6	6
OG0002171	6	6
OG0002172	7	7
OG0002173	7	7
OG0002174	6	6
OG0002175	6	6
OG0002176	6	6
OG0002177	7	7
OG0002178	7	7
OG0002179	6	6
OG0002180	6	6
OG0002181	7	7
OG0002182	6	6
OG0002183	7	7
OG0002184	6	6
OG0002185	6	6
OG0002186	6	6
OG0002187	6	6
OG0002188	6	6
OG0002189	6	6
OG0002190	5	5
OG0002191	6	6
OG0002192	7	7
OG0002193	6	6
OG0002194	6	6
OG0002195	6	6
OG0002196	7	7
OG0002197	6	6
OG0002198	7	7
OG0002199	6	6
OG0002200	6	6
OG0002201	6	6
OG0002202	6	6
OG0002203	6	6
OG0002204	7	7
OG0002205	7	7
OG0002206	6	6
OG0002207	6	6
OG0002208	6	6
OG0002209	6	6
OG0002210	6	6
OG0002211	6	6
OG0002212	6	6
OG0002213	6	6
OG0002214	6	6
OG0002215	6	6
OG0002216	7	7
OG0002217	7	7
OG0002218	6	6
OG0002219	6	6
OG0002220	6	6
OG0002221	6	6
OG0002222	7	7
OG0002223	6	6
OG0002224	6	6
OG0002225	6	6
OG0002226	6	6
OG0002227	6	6
OG0002228	5	5
OG0002229	6	6
OG0002230	6	6
OG0002231	6	6
OG0002232	7	7
OG0002233	6	6
OG0002234	6	6
OG0002235	6	6
OG0002236	6	6
OG0002237	6	6
OG0002238	6	6
OG0002239	6	6
OG0002240	6	6
OG0002241	6	6
OG0002242	6	6
OG0002243	6	6
OG0002244	6	6
OG0002245	6	6
OG0002246	6	6
OG0002247	6	6
OG0002248	6	6
OG0002249	6	6
OG0002250	6	6
OG0002251	6	6
OG0002252	6	6
OG0002253	6	6
OG0002254	6	6
OG0002255	6	6
OG0002256	6	6
OG0002257	5	5
OG0002258	6	6
OG0002259	5	5
OG0002260	6	6
OG0002261	6	6
OG0002262	6	6
OG0002263	6	6
OG0002264	6	6
OG0002265	6	6
OG0002266	6	6
OG0002267	6	6
OG0002268	6	6
OG0002269	6	6
OG0002270	6	6
OG0002271	7	7
OG0002272	7	7
OG0002273	7	7
OG0002274	7	7
OG0002275	7	7
OG0002276	7	7
OG0002277	7	7
OG0002278	7	7
OG0002279	7	7
OG0002280	7	7
OG0002281	7	7
OG0002282	7	7
OG0002283	7	7
OG0002284	7	7
OG0002285	7	7
OG0002286	7	7
OG0002287	7	7
OG0002288	7	7
OG0002289	7	7
OG0002290	7	7
OG0002291	7	7
OG0002292	7	7
OG0002293	7	7
OG0002294	7	7
OG0002295	7	7
OG0002296	7	7
OG0002297	7	7
OG0002298	7	7
OG0002299	7	7
OG0002300	7	7
OG0002301	7	7
OG0002302	7	7
OG0002303	7	7
OG0002304	7	7
OG0002305	7	7
OG0002306	7	7
OG0002307	7	7
OG0002308	7	7
OG0002309	7	7
OG0002310	7	7
OG0002311	7	7
OG0002312	7	7
OG0002313	7	7
OG0002314	7	7
OG0002315	7	7
OG0002316	7	7
OG0002317	7	7
OG0002318	7	7
OG0002319	7	7
OG0002320	7	7
OG0002321	7	7
OG0002322	7	7
OG0002323	7	7
OG0002324	7	7
OG0002325	7	7
OG0002326	7	7
OG0002327	7	7
OG0002328	7	7
OG0002329	7	7
OG0002330	7	7
OG0002331	7	7
OG0002332	7	7
OG0002333	7	7
OG0002334	7	7
OG0002335	7	7
OG0002336	7	7
OG0002337	7	7
OG0002338	7	7
OG0002339	7	7
OG0002340	7	7
OG0002341	7	7
OG0002342	7	7
OG0002343	7	7
OG0002344	7	7
OG0002345	7	7
OG0002346	7	7
OG0002347	7	7
OG0002348	7	7
OG0002349	7	7
OG0002350	7	7
OG0002351	7	7
OG0002352	7	7
OG0002353	7	7
OG0002354	7	7
OG0002355	7	7
OG0002356	7	7
OG0002357	7	7
OG0002358	7	7
OG0002359	7	7
OG0002360	7	7
OG0002361	7	7
OG0002362	7	7
OG0002363	7	7
OG0002364	7	7
OG0002365	7	7
OG0002366	7	7
OG0002367	7	7
OG0002368	7	7
OG0002369	7	7
OG0002370	7	7
OG0002371	7	7
OG0002372	7	7
OG0002373	5	5
OG0002374	6	6
OG0002375	6	6
OG0002376	6	6
OG0002377	5	5
OG0002378	5	5
OG0002379	6	6
OG0002380	6	6
OG0002381	5	5
OG0002382	5	5
OG0002383	4	4
OG0002384	6	6
OG0002385	6	6
OG0002386	6	6
OG0002387	5	5
OG0002388	5	5
OG0002389	6	6
OG0002390	6	6
OG0002391	5	5
OG0002392	5	5
OG0002393	6	6
OG0002394	5	5
OG0002395	6	6
OG0002396	6	6
OG0002397	5	5
OG0002398	6	6
OG0002399	6	6
OG0002400	5	5
OG0002401	6	6
OG0002402	6	6
OG0002403	6	6
OG0002404	5	5
OG0002405	6	6
OG0002406	6	6
OG0002407	6	6
OG0002408	5	5
OG0002409	5	5
OG0002410	5	5
OG0002411	5	5
OG0002412	6	6
OG0002413	6	6
OG0002414	5	5
OG0002415	5	5
OG0002416	5	5
OG0002417	6	6
OG0002418	5	5
OG0002419	5	5
OG0002420	6	6
OG0002421	6	6
OG0002422	5	5
OG0002423	6	6
OG0002424	5	5
OG0002425	6	6
OG0002426	6	6
OG0002427	5	5
OG0002428	5	5
OG0002429	5	5
OG0002430	6	6
OG0002431	5	5
OG0002432	5	5
OG0002433	6	6
OG0002434	5	5
OG0002435	5	5
OG0002436	6	6
OG0002437	6	6
OG0002438	6	6
OG0002439	5	5
OG0002440	5	5
OG0002441	6	6
OG0002442	6	6
OG0002443	6	6
OG0002444	6	6
OG0002445	5	5
OG0002446	5	5
OG0002447	6	6
OG0002448	6	6
OG0002449	5	5
OG0002450	5	5
OG0002451	5	5
OG0002452	6	6
OG0002453	5	5
OG0002454	6	6
OG0002455	6	6
OG0002456	5	5
OG0002457	5	5
OG0002458	6	6
OG0002459	5	5
OG0002460	5	5
OG0002461	6	6
OG0002462	5	5
OG0002463	6	6
OG0002464	5	5
OG0002465	6	6
OG0002466	5	5
OG0002467	5	5
OG0002468	5	5
OG0002469	6	6
OG0002470	5	5
OG0002471	5	5
OG0002472	5	5
OG0002473	5	5
OG0002474	5	5
OG0002475	5	5
OG0002476	5	5
OG0002477	5	5
OG0002478	5	5
OG0002479	4	4
OG0002480	6	6
OG0002481	6	6
OG0002482	5	5
OG0002483	5	5
OG0002484	6	6
OG0002485	5	5
OG0002486	5	5
OG0002487	6	6
OG0002488	5	5
OG0002489	5	5
OG0002490	6	6
OG0002491	5	5
OG0002492	5	5
OG0002493	6	6
OG0002494	5	5
OG0002495	5	5
OG0002496	5	5
OG0002497	6	6
OG0002498	5	5
OG0002499	4	4
OG0002500	6	6
OG0002501	5	5
OG0002502	6	6
OG0002503	5	5
OG0002504	5	5
OG0002505	6	6
OG0002506	5	5
OG0002507	5	5
OG0002508	5	5
OG0002509	6	6
OG0002510	5	5
OG0002511	5	5
OG0002512	6	6
OG0002513	5	5
OG0002514	6	6
OG0002515	6	6
OG0002516	6	6
OG0002517	5	5
OG0002518	6	6
OG0002519	6	6
OG0002520	6	6
OG0002521	5	5
OG0002522	6	6
OG0002523	6	6
OG0002524	6	6
OG0002525	5	5
OG0002526	6	6
OG0002527	6	6
OG0002528	6	6
OG0002529	6	6
OG0002530	6	6
OG0002531	6	6
OG0002532	6	6
OG0002533	5	5
OG0002534	6	6
OG0002535	6	6
OG0002536	6	6
OG0002537	6	6
OG0002538	6	6
OG0002539	6	6
OG0002540	6	6
OG0002541	5	5
OG0002542	5	5
OG0002543	6	6
OG0002544	6	6
OG0002545	6	6
OG0002546	6	6
OG0002547	5	5
OG0002548	6	6
OG0002549	6	6
OG0002550	6	6
OG0002551	5	5
OG0002552	5	5
OG0002553	6	6
OG0002554	6	6
OG0002555	6	6
OG0002556	6	6
OG0002557	6	6
OG0002558	6	6
OG0002559	5	5
OG0002560	5	5
OG0002561	5	5
OG0002562	6	6
OG0002563	5	5
OG0002564	6	6
OG0002565	6	6
OG0002566	5	5
OG0002567	5	5
OG0002568	6	6
OG0002569	6	6
OG0002570	6	6
OG0002571	6	6
OG0002572	6	6
OG0002573	6	6
OG0002574	6	6
OG0002575	6	6
OG0002576	6	6
OG0002577	6	6
OG0002578	6	6
OG0002579	6	6
OG0002580	6	6
OG0002581	6	6
OG0002582	5	5
OG0002583	5	5
OG0002584	5	5
OG0002585	6	6
OG0002586	5	5
OG0002587	6	6
OG0002588	6	6
OG0002589	6	6
OG0002590	5	5
OG0002591	6	6
OG0002592	5	5
OG0002593	6	6
OG0002594	5	5
OG0002595	5	5
OG0002596	5	5
OG0002597	5	5
OG0002598	6	6
OG0002599	6	6
OG0002600	5	5
OG0002601	5	5
OG0002602	6	6
OG0002603	5	5
OG0002604	5	5
OG0002605	5	5
OG0002606	5	5
OG0002607	6	6
OG0002608	6	6
OG0002609	5	5
OG0002610	6	6
OG0002611	6	6
OG0002612	5	5
OG0002613	6	6
OG0002614	6	6
OG0002615	6	6
OG0002616	6	6
OG0002617	5	5
OG0002618	6	6
OG0002619	6	6
OG0002620	6	6
OG0002621	5	5
OG0002622	6	6
OG0002623	6	6
OG0002624	6	6
OG0002625	5	5
OG0002626	5	5
OG0002627	6	6
OG0002628	5	5
OG0002629	4	4
OG0002630	5	5
OG0002631	5	5
OG0002632	5	5
OG0002633	5	5
OG0002634	6	6
OG0002635	6	6
OG0002636	5	5
OG0002637	5	5
OG0002638	5	5
OG0002639	5	5
OG0002640	5	5
OG0002641	6	6
OG0002642	6	6
OG0002643	6	6
OG0002644	6	6
OG0002645	5	5
OG0002646	5	5
OG0002647	6	6
OG0002648	5	5
OG0002649	5	5
OG0002650	6	6
OG0002651	6	6
OG0002652	6	6
OG0002653	6	6
OG0002654	6	6
OG0002655	5	5
OG0002656	6	6
OG0002657	6	6
OG0002658	5	5
OG0002659	5	5
OG0002660	5	5
OG0002661	5	5
OG0002662	5	5
OG0002663	5	5
OG0002664	5	5
OG0002665	5	5
OG0002666	6	6
OG0002667	5	5
OG0002668	5	5
OG0002669	5	5
OG0002670	5	5
OG0002671	5	5
OG0002672	6	6
OG0002673	5	5
OG0002674	5	5
OG0002675	5	5
OG0002676	5	5
OG0002677	6	6
OG0002678	6	6
OG0002679	5	5
OG0002680	6	6
OG0002681	5	5
OG0002682	5	5
OG0002683	5	5
OG0002684	5	5
OG0002685	5	5
OG0002686	5	5
OG0002687	5	5
OG0002688	6	6
OG0002689	5	5
OG0002690	6	6
OG0002691	5	5
OG0002692	6	6
OG0002693	5	5
OG0002694	5	5
OG0002695	5	5
OG0002696	6	6
OG0002697	5	5
OG0002698	5	5
OG0002699	5	5
OG0002700	5	5
OG0002701	5	5
OG0002702	5	5
OG0002703	5	5
OG0002704	5	5
OG0002705	5	5
OG0002706	5	5
OG0002707	4	4
OG0002708	5	5
OG0002709	5	5
OG0002710	5	5
OG0002711	5	5
OG0002712	5	5
OG0002713	5	5
OG0002714	5	5
OG0002715	5	5
OG0002716	5	5
OG0002717	5	5
OG0002718	6	6
OG0002719	5	5
OG0002720	5	5
OG0002721	5	5
OG0002722	5	5
OG0002723	5	5
OG0002724	5	5
OG0002725	5	5
OG0002726	5	5
OG0002727	5	5
OG0002728	5	5
OG0002729	5	5
OG0002730	5	5
OG0002731	5	5
OG0002732	5	5
OG0002733	5	5
OG0002734	5	5
OG0002735	5	5
OG0002736	6	6
OG0002737	5	5
OG0002738	5	5
OG0002739	5	5
OG0002740	5	5
OG0002741	6	6
OG0002742	5	5
OG0002743	5	5
OG0002744	5	5
OG0002745	5	5
OG0002746	5	5
OG0002747	5	5
OG0002748	5	5
OG0002749	5	5
OG0002750	5	5
OG0002751	5	5
OG0002752	5	5
OG0002753	5	5
OG0002754	5	5
OG0002755	5	5
OG0002756	5	5
OG0002757	5	5
OG0002758	5	5
OG0002759	5	5
OG0002760	5	5
OG0002761	5	5
OG0002762	5	5
OG0002763	5	5
OG0002764	5	5
OG0002765	5	5
OG0002766	5	5
OG0002767	5	5
OG0002768	5	5
OG0002769	5	5
OG0002770	5	5
OG0002771	5	5
OG0002772	5	5
OG0002773	5	5
OG0002774	5	5
OG0002775	5	5
OG0002776	5	5
OG0002777	5	5
OG0002778	5	5
OG0002779	5	5
OG0002780	5	5
OG0002781	5	5
OG0002782	5	5
OG0002783	5	5
OG0002784	5	5
OG0002785	5	5
OG0002786	5	5
OG0002787	5	5
OG0002788	6	6
OG0002789	5	5
OG0002790	4	4
OG0002791	5	5
