Sample	Replicate	Species	Treatment	TimePoint	Time	PLUG_ID	Read1	Read2
Pacuta_ATHC_TP10	Pacuta_ATHC_TP10_1205	Pacuta	ATHC	10	56	1205	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP10_1205_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP10_1205_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP10	Pacuta_ATHC_TP10_2197	Pacuta	ATHC	10	56	2197	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP10_2197_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP10_2197_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP10	Pacuta_ATHC_TP10_2550	Pacuta	ATHC	10	56	2550	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP10_2550_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP10_2550_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP11	Pacuta_ATHC_TP11_1147	Pacuta	ATHC	11	84	1147	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP11_1147_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP11_1147_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP11	Pacuta_ATHC_TP11_2668	Pacuta	ATHC	11	84	2668	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP11_2668_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP11_2668_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP11	Pacuta_ATHC_TP11_2879	Pacuta	ATHC	11	84	2879	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP11_2879_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP11_2879_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP1	Pacuta_HTAC_TP1_1653	Pacuta	HTAC	1	0	1653	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP1_1653_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP1_1653_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP1	Pacuta_HTAC_TP1_2005	Pacuta	HTAC	1	0	2005	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP1_2005_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP1_2005_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP1	Pacuta_HTAC_TP1_2414	Pacuta	HTAC	1	0	2414	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP1_2414_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP1_2414_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP3	Pacuta_HTAC_TP3_1617	Pacuta	HTAC	3	0.25	1617	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP3_1617_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP3_1617_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP3	Pacuta_HTAC_TP3_1642	Pacuta	HTAC	3	0.25	1642	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP3_1642_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP3_1642_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP3	Pacuta_HTAC_TP3_2026	Pacuta	HTAC	3	0.25	2026	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP3_2026_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP3_2026_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP4	Pacuta_HTAC_TP4_1581	Pacuta	HTAC	4	0.5	1581	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP4_1581_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP4_1581_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP4	Pacuta_HTAC_TP4_1701	Pacuta	HTAC	4	0.5	1701	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP4_1701_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP4_1701_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP4	Pacuta_HTAC_TP4_1767	Pacuta	HTAC	4	0.5	1767	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP4_1767_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP4_1767_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP5	Pacuta_HTAC_TP5_1303	Pacuta	HTAC	5	1.25	1303	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP5_1303_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP5_1303_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP5	Pacuta_HTAC_TP5_1571	Pacuta	HTAC	5	1.25	1571	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP5_1571_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP5_1571_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP5	Pacuta_HTAC_TP5_1707	Pacuta	HTAC	5	1.25	1707	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP5_1707_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP5_1707_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP6	Pacuta_HTAC_TP6_1330	Pacuta	HTAC	6	7	1330	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP6_1330_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP6_1330_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP6	Pacuta_HTAC_TP6_1466	Pacuta	HTAC	6	7	1466	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP6_1466_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP6_1466_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP6	Pacuta_HTAC_TP6_1744	Pacuta	HTAC	6	7	1744	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP6_1744_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP6_1744_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP7	Pacuta_HTAC_TP7_1487	Pacuta	HTAC	7	14	1487	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP7_1487_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP7_1487_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP7	Pacuta_HTAC_TP7_1728	Pacuta	HTAC	7	14	1728	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP7_1728_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP7_1728_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP7	Pacuta_HTAC_TP7_2072	Pacuta	HTAC	7	14	2072	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP7_2072_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP7_2072_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP8	Pacuta_HTAC_TP8_1329	Pacuta	HTAC	8	28	1329	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP8_1329_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP8_1329_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP8	Pacuta_HTAC_TP8_1765	Pacuta	HTAC	8	28	1765	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP8_1765_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP8_1765_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP8	Pacuta_HTAC_TP8_2513	Pacuta	HTAC	8	28	2513	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP8_2513_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP8_2513_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP9	Pacuta_HTAC_TP9_1302	Pacuta	HTAC	9	42	1302	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP9_1302_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP9_1302_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP9	Pacuta_HTAC_TP9_1486	Pacuta	HTAC	9	42	1486	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP9_1486_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP9_1486_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP9	Pacuta_HTAC_TP9_1696	Pacuta	HTAC	9	42	1696	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP9_1696_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP9_1696_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP10	Pacuta_HTAC_TP10_1225	Pacuta	HTAC	10	56	1225	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP10_1225_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP10_1225_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP10	Pacuta_HTAC_TP10_1536	Pacuta	HTAC	10	56	1536	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP10_1536_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP10_1536_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP10	Pacuta_HTAC_TP10_2064	Pacuta	HTAC	10	56	2064	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP10_2064_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP10_2064_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP11	Pacuta_HTAC_TP11_1582	Pacuta	HTAC	11	84	1582	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP11_1582_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP11_1582_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP11	Pacuta_HTAC_TP11_1596	Pacuta	HTAC	11	84	1596	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP11_1596_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP11_1596_R2_TrimmingRound2.fastq.gz
Pacuta_HTAC_TP11	Pacuta_HTAC_TP11_1647	Pacuta	HTAC	11	84	1647	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP11_1647_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTAC_TP11_1647_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP1	Pacuta_HTHC_TP1_1239	Pacuta	HTHC	1	0	1239	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP1_1239_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP1_1239_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP1	Pacuta_HTHC_TP1_1676	Pacuta	HTHC	1	0	1676	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP1_1676_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP1_1676_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP1	Pacuta_HTHC_TP1_2210	Pacuta	HTHC	1	0	2210	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP1_2210_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP1_2210_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP3	Pacuta_HTHC_TP3_1227	Pacuta	HTHC	3	0.25	1227	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP3_1227_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP3_1227_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP3	Pacuta_HTHC_TP3_1418	Pacuta	HTHC	3	0.25	1418	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP3_1418_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP3_1418_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP3	Pacuta_HTHC_TP3_2527	Pacuta	HTHC	3	0.25	2527	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP3_2527_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP3_2527_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP4	Pacuta_HTHC_TP4_1169	Pacuta	HTHC	4	0.5	1169	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP4_1169_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP4_1169_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP4	Pacuta_HTHC_TP4_1343	Pacuta	HTHC	4	0.5	1343	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP4_1343_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP4_1343_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP4	Pacuta_HTHC_TP4_2195	Pacuta	HTHC	4	0.5	2195	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP4_2195_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP4_2195_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP5	Pacuta_HTHC_TP5_1168	Pacuta	HTHC	5	1.25	1168	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP5_1168_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP5_1168_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP5	Pacuta_HTHC_TP5_1415	Pacuta	HTHC	5	1.25	1415	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP5_1415_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP5_1415_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP5	Pacuta_HTHC_TP5_2087	Pacuta	HTHC	5	1.25	2087	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP5_2087_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP5_2087_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP6	Pacuta_HTHC_TP6_1138	Pacuta	HTHC	6	7	1138	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP6_1138_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP6_1138_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP6	Pacuta_HTHC_TP6_1595	Pacuta	HTHC	6	7	1595	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP6_1595_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP6_1595_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP6	Pacuta_HTHC_TP6_1721	Pacuta	HTHC	6	7	1721	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP6_1721_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP6_1721_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP7	Pacuta_HTHC_TP7_1090	Pacuta	HTHC	7	14	1090	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP7_1090_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP7_1090_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP7	Pacuta_HTHC_TP7_1427	Pacuta	HTHC	7	14	1427	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP7_1427_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP7_1427_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP7	Pacuta_HTHC_TP7_1820	Pacuta	HTHC	7	14	1820	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP7_1820_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP7_1820_R2_TrimmingRound2.fastq.gz
