Orthogroup	Mcap.protein	Pocillopora_acuta_PredGenes_experimental_v1.transcripts.pep
OG0024495	Montipora_capitata_PredGene_g19429	
OG0024496	Montipora_capitata_PredGene_g1944	
OG0024497	Montipora_capitata_PredGene_g19445	
OG0024498	Montipora_capitata_PredGene_g19457	
OG0024499	Montipora_capitata_PredGene_g19466	
OG0024500	Montipora_capitata_PredGene_g19470	
OG0024501	Montipora_capitata_PredGene_g19482	
OG0024502	Montipora_capitata_PredGene_g19489	
OG0024503	Montipora_capitata_PredGene_g19516	
OG0024504	Montipora_capitata_PredGene_g19525	
OG0024505	Montipora_capitata_PredGene_g19527	
OG0024506	Montipora_capitata_PredGene_g19593	
OG0024507	Montipora_capitata_PredGene_g19594	
OG0024508	Montipora_capitata_PredGene_g19597	
OG0024509	Montipora_capitata_PredGene_g19605	
OG0024510	Montipora_capitata_PredGene_g19610	
OG0024511	Montipora_capitata_PredGene_g19630	
OG0024512	Montipora_capitata_PredGene_g19634	
OG0024513	Montipora_capitata_PredGene_g19688	
OG0024514	Montipora_capitata_PredGene_g19697	
OG0024515	Montipora_capitata_PredGene_g197	
OG0024516	Montipora_capitata_PredGene_g19761	
OG0024517	Montipora_capitata_PredGene_g19788	
OG0024518	Montipora_capitata_PredGene_g19802	
OG0024519	Montipora_capitata_PredGene_g19811	
OG0024520	Montipora_capitata_PredGene_g19820	
OG0024521	Montipora_capitata_PredGene_g19822	
OG0024522	Montipora_capitata_PredGene_g19844	
OG0024523	Montipora_capitata_PredGene_g19861	
OG0024524	Montipora_capitata_PredGene_g19862	
OG0024525	Montipora_capitata_PredGene_g19904	
OG0024526	Montipora_capitata_PredGene_g19908	
OG0024527	Montipora_capitata_PredGene_g19934	
OG0024528	Montipora_capitata_PredGene_g19935	
OG0024529	Montipora_capitata_PredGene_g19939	
OG0024530	Montipora_capitata_PredGene_g19954	
OG0024531	Montipora_capitata_PredGene_g19966	
OG0024532	Montipora_capitata_PredGene_g19980	
OG0024533	Montipora_capitata_PredGene_g19982	
OG0024534	Montipora_capitata_PredGene_g19989	
OG0024535	Montipora_capitata_PredGene_g20005	
OG0024536	Montipora_capitata_PredGene_g20010	
OG0024537	Montipora_capitata_PredGene_g20014	
OG0024538	Montipora_capitata_PredGene_g20055	
OG0024539	Montipora_capitata_PredGene_g20076	
OG0024540	Montipora_capitata_PredGene_g20082	
OG0024541	Montipora_capitata_PredGene_g20083	
OG0024542	Montipora_capitata_PredGene_g20095	
OG0024543	Montipora_capitata_PredGene_g20097	
OG0024544	Montipora_capitata_PredGene_g20105	
OG0024545	Montipora_capitata_PredGene_g20123	
OG0024546	Montipora_capitata_PredGene_g20159	
OG0024547	Montipora_capitata_PredGene_g20172	
OG0024548	Montipora_capitata_PredGene_g20181	
OG0024549	Montipora_capitata_PredGene_g20209	
OG0024550	Montipora_capitata_PredGene_g20210	
OG0024551	Montipora_capitata_PredGene_g20214	
OG0024552	Montipora_capitata_PredGene_g20224	
OG0024553	Montipora_capitata_PredGene_g20225	
OG0024554	Montipora_capitata_PredGene_g20335	
OG0024555	Montipora_capitata_PredGene_g20373	
OG0024556	Montipora_capitata_PredGene_g2039	
OG0024557	Montipora_capitata_PredGene_g20402	
OG0024558	Montipora_capitata_PredGene_g20406	
OG0024559	Montipora_capitata_PredGene_g20437	
OG0024560	Montipora_capitata_PredGene_g20479	
OG0024561	Montipora_capitata_PredGene_g2048	
OG0024562	Montipora_capitata_PredGene_g20480	
OG0024563	Montipora_capitata_PredGene_g20487	
OG0024564	Montipora_capitata_PredGene_g2050	
OG0024565	Montipora_capitata_PredGene_g20514	
OG0024566	Montipora_capitata_PredGene_g20520	
OG0024567	Montipora_capitata_PredGene_g2053	
OG0024568	Montipora_capitata_PredGene_g20552	
OG0024569	Montipora_capitata_PredGene_g20589	
OG0024570	Montipora_capitata_PredGene_g20595	
OG0024571	Montipora_capitata_PredGene_g20602	
OG0024572	Montipora_capitata_PredGene_g20661	
OG0024573	Montipora_capitata_PredGene_g20684	
OG0024574	Montipora_capitata_PredGene_g207	
OG0024575	Montipora_capitata_PredGene_g20729	
OG0024576	Montipora_capitata_PredGene_g20746	
OG0024577	Montipora_capitata_PredGene_g20747	
OG0024578	Montipora_capitata_PredGene_g20775	
OG0024579	Montipora_capitata_PredGene_g20787	
OG0024580	Montipora_capitata_PredGene_g20814	
OG0024581	Montipora_capitata_PredGene_g20869	
OG0024582	Montipora_capitata_PredGene_g20923	
OG0024583	Montipora_capitata_PredGene_g2093	
OG0024584	Montipora_capitata_PredGene_g20933	
OG0024585	Montipora_capitata_PredGene_g20935	
OG0024586	Montipora_capitata_PredGene_g20944	
OG0024587	Montipora_capitata_PredGene_g20947	
OG0024588	Montipora_capitata_PredGene_g20960	
OG0024589	Montipora_capitata_PredGene_g20961	
OG0024590	Montipora_capitata_PredGene_g20967	
OG0024591	Montipora_capitata_PredGene_g2098	
OG0024592	Montipora_capitata_PredGene_g20989	
OG0024593	Montipora_capitata_PredGene_g21002	
OG0024594	Montipora_capitata_PredGene_g21025	
OG0024595	Montipora_capitata_PredGene_g21090	
OG0024596	Montipora_capitata_PredGene_g21099	
OG0024597	Montipora_capitata_PredGene_g21106	
OG0024598	Montipora_capitata_PredGene_g21129	
OG0024599	Montipora_capitata_PredGene_g21182	
OG0024600	Montipora_capitata_PredGene_g2121	
OG0024601	Montipora_capitata_PredGene_g21229	
OG0024602	Montipora_capitata_PredGene_g2123	
OG0024603	Montipora_capitata_PredGene_g2124	
OG0024604	Montipora_capitata_PredGene_g21270	
OG0024605	Montipora_capitata_PredGene_g21280	
OG0024606	Montipora_capitata_PredGene_g21295	
OG0024607	Montipora_capitata_PredGene_g21303	
OG0024608	Montipora_capitata_PredGene_g21318	
OG0024609	Montipora_capitata_PredGene_g21326	
OG0024610	Montipora_capitata_PredGene_g21339	
OG0024611	Montipora_capitata_PredGene_g2134	
OG0024612	Montipora_capitata_PredGene_g2137	
OG0024613	Montipora_capitata_PredGene_g21379	
OG0024614	Montipora_capitata_PredGene_g2144	
OG0024615	Montipora_capitata_PredGene_g21454	
OG0024616	Montipora_capitata_PredGene_g21486	
OG0024617	Montipora_capitata_PredGene_g2149	
OG0024618	Montipora_capitata_PredGene_g21496	
OG0024619	Montipora_capitata_PredGene_g2151	
OG0024620	Montipora_capitata_PredGene_g21539	
OG0024621	Montipora_capitata_PredGene_g21554	
OG0024622	Montipora_capitata_PredGene_g21555	
OG0024623	Montipora_capitata_PredGene_g21556	
OG0024624	Montipora_capitata_PredGene_g21557	
OG0024625	Montipora_capitata_PredGene_g21575	
OG0024626	Montipora_capitata_PredGene_g21583	
OG0024627	Montipora_capitata_PredGene_g21595	
OG0024628	Montipora_capitata_PredGene_g21597	
OG0024629	Montipora_capitata_PredGene_g21607	
OG0024630	Montipora_capitata_PredGene_g21608	
OG0024631	Montipora_capitata_PredGene_g21619	
OG0024632	Montipora_capitata_PredGene_g21622	
OG0024633	Montipora_capitata_PredGene_g21626	
OG0024634	Montipora_capitata_PredGene_g21639	
OG0024635	Montipora_capitata_PredGene_g21648	
OG0024636	Montipora_capitata_PredGene_g21652	
OG0024637	Montipora_capitata_PredGene_g21654	
OG0024638	Montipora_capitata_PredGene_g21661	
OG0024639	Montipora_capitata_PredGene_g21666	
OG0024640	Montipora_capitata_PredGene_g21671	
OG0024641	Montipora_capitata_PredGene_g21684	
OG0024642	Montipora_capitata_PredGene_g21688	
OG0024643	Montipora_capitata_PredGene_g21696	
OG0024644	Montipora_capitata_PredGene_g21697	
OG0024645	Montipora_capitata_PredGene_g21700	
OG0024646	Montipora_capitata_PredGene_g21708	
OG0024647	Montipora_capitata_PredGene_g21715	
OG0024648	Montipora_capitata_PredGene_g21723	
OG0024649	Montipora_capitata_PredGene_g21732	
OG0024650	Montipora_capitata_PredGene_g21746	
OG0024651	Montipora_capitata_PredGene_g21762	
OG0024652	Montipora_capitata_PredGene_g21771	
OG0024653	Montipora_capitata_PredGene_g2183	
OG0024654	Montipora_capitata_PredGene_g21844	
OG0024655	Montipora_capitata_PredGene_g21846	
OG0024656	Montipora_capitata_PredGene_g21854	
OG0024657	Montipora_capitata_PredGene_g21857	
OG0024658	Montipora_capitata_PredGene_g21863	
OG0024659	Montipora_capitata_PredGene_g21882	
OG0024660	Montipora_capitata_PredGene_g21905	
OG0024661	Montipora_capitata_PredGene_g21919	
OG0024662	Montipora_capitata_PredGene_g2200	
OG0024663	Montipora_capitata_PredGene_g22010	
OG0024664	Montipora_capitata_PredGene_g22042	
OG0024665	Montipora_capitata_PredGene_g2208	
OG0024666	Montipora_capitata_PredGene_g22097	
OG0024667	Montipora_capitata_PredGene_g22163	
OG0024668	Montipora_capitata_PredGene_g22189	
OG0024669	Montipora_capitata_PredGene_g22198	
OG0024670	Montipora_capitata_PredGene_g22223	
OG0024671	Montipora_capitata_PredGene_g22254	
OG0024672	Montipora_capitata_PredGene_g2227	
OG0024673	Montipora_capitata_PredGene_g22280	
OG0024674	Montipora_capitata_PredGene_g22281	
OG0024675	Montipora_capitata_PredGene_g22299	
OG0024676	Montipora_capitata_PredGene_g22305	
OG0024677	Montipora_capitata_PredGene_g22316	
OG0024678	Montipora_capitata_PredGene_g22320	
OG0024679	Montipora_capitata_PredGene_g22332	
OG0024680	Montipora_capitata_PredGene_g22334	
OG0024681	Montipora_capitata_PredGene_g22340	
OG0024682	Montipora_capitata_PredGene_g22344	
OG0024683	Montipora_capitata_PredGene_g2235	
OG0024684	Montipora_capitata_PredGene_g22354	
OG0024685	Montipora_capitata_PredGene_g22361	
OG0024686	Montipora_capitata_PredGene_g22365	
OG0024687	Montipora_capitata_PredGene_g22369	
OG0024688	Montipora_capitata_PredGene_g22372	
OG0024689	Montipora_capitata_PredGene_g22376	
OG0024690	Montipora_capitata_PredGene_g22377	
OG0024691	Montipora_capitata_PredGene_g22388	
OG0024692	Montipora_capitata_PredGene_g2239	
OG0024693	Montipora_capitata_PredGene_g22390	
OG0024694	Montipora_capitata_PredGene_g224	
OG0024695	Montipora_capitata_PredGene_g22403	
OG0024696	Montipora_capitata_PredGene_g22417	
OG0024697	Montipora_capitata_PredGene_g22424	
OG0024698	Montipora_capitata_PredGene_g22434	
OG0024699	Montipora_capitata_PredGene_g22474	
OG0024700	Montipora_capitata_PredGene_g22478	
OG0024701	Montipora_capitata_PredGene_g22485	
OG0024702	Montipora_capitata_PredGene_g22495	
OG0024703	Montipora_capitata_PredGene_g22526	
OG0024704	Montipora_capitata_PredGene_g22529	
OG0024705	Montipora_capitata_PredGene_g22531	
OG0024706	Montipora_capitata_PredGene_g22533	
OG0024707	Montipora_capitata_PredGene_g22534	
OG0024708	Montipora_capitata_PredGene_g22540	
OG0024709	Montipora_capitata_PredGene_g22551	
OG0024710	Montipora_capitata_PredGene_g22552	
OG0024711	Montipora_capitata_PredGene_g22555	
OG0024712	Montipora_capitata_PredGene_g22559	
OG0024713	Montipora_capitata_PredGene_g22563	
OG0024714	Montipora_capitata_PredGene_g22565	
OG0024715	Montipora_capitata_PredGene_g22568	
OG0024716	Montipora_capitata_PredGene_g22569	
OG0024717	Montipora_capitata_PredGene_g22576	
OG0024718	Montipora_capitata_PredGene_g22580	
OG0024719	Montipora_capitata_PredGene_g22581	
OG0024720	Montipora_capitata_PredGene_g22595	
OG0024721	Montipora_capitata_PredGene_g2260	
OG0024722	Montipora_capitata_PredGene_g22611	
OG0024723	Montipora_capitata_PredGene_g22620	
OG0024724	Montipora_capitata_PredGene_g22651	
OG0024725	Montipora_capitata_PredGene_g22655	
OG0024726	Montipora_capitata_PredGene_g22665	
OG0024727	Montipora_capitata_PredGene_g22675	
OG0024728	Montipora_capitata_PredGene_g22676	
OG0024729	Montipora_capitata_PredGene_g2269	
OG0024730	Montipora_capitata_PredGene_g22692	
OG0024731	Montipora_capitata_PredGene_g22703	
OG0024732	Montipora_capitata_PredGene_g22715	
OG0024733	Montipora_capitata_PredGene_g22728	
OG0024734	Montipora_capitata_PredGene_g22741	
OG0024735	Montipora_capitata_PredGene_g22751	
OG0024736	Montipora_capitata_PredGene_g22756	
OG0024737	Montipora_capitata_PredGene_g2280	
OG0024738	Montipora_capitata_PredGene_g22806	
OG0024739	Montipora_capitata_PredGene_g22809	
OG0024740	Montipora_capitata_PredGene_g22814	
OG0024741	Montipora_capitata_PredGene_g22836	
OG0024742	Montipora_capitata_PredGene_g22868	
OG0024743	Montipora_capitata_PredGene_g22956	
OG0024744	Montipora_capitata_PredGene_g22957	
OG0024745	Montipora_capitata_PredGene_g22988	
OG0024746	Montipora_capitata_PredGene_g22991	
OG0024747	Montipora_capitata_PredGene_g23007	
OG0024748	Montipora_capitata_PredGene_g2301	
OG0024749	Montipora_capitata_PredGene_g23015	
OG0024750	Montipora_capitata_PredGene_g23016	
OG0024751	Montipora_capitata_PredGene_g23022	
OG0024752	Montipora_capitata_PredGene_g23026	
OG0024753	Montipora_capitata_PredGene_g23048	
OG0024754	Montipora_capitata_PredGene_g23073	
OG0024755	Montipora_capitata_PredGene_g23099	
OG0024756	Montipora_capitata_PredGene_g23102	
OG0024757	Montipora_capitata_PredGene_g23106	
OG0024758	Montipora_capitata_PredGene_g23140	
OG0024759	Montipora_capitata_PredGene_g2317	
OG0024760	Montipora_capitata_PredGene_g23184	
OG0024761	Montipora_capitata_PredGene_g23190	
OG0024762	Montipora_capitata_PredGene_g23194	
OG0024763	Montipora_capitata_PredGene_g23203	
OG0024764	Montipora_capitata_PredGene_g23204	
OG0024765	Montipora_capitata_PredGene_g23210	
OG0024766	Montipora_capitata_PredGene_g23299	
OG0024767	Montipora_capitata_PredGene_g23334	
OG0024768	Montipora_capitata_PredGene_g23403	
OG0024769	Montipora_capitata_PredGene_g23469	
OG0024770	Montipora_capitata_PredGene_g23472	
OG0024771	Montipora_capitata_PredGene_g23491	
OG0024772	Montipora_capitata_PredGene_g23494	
OG0024773	Montipora_capitata_PredGene_g23496	
OG0024774	Montipora_capitata_PredGene_g23497	
OG0024775	Montipora_capitata_PredGene_g23499	
OG0024776	Montipora_capitata_PredGene_g23506	
OG0024777	Montipora_capitata_PredGene_g23538	
OG0024778	Montipora_capitata_PredGene_g23540	
OG0024779	Montipora_capitata_PredGene_g23545	
OG0024780	Montipora_capitata_PredGene_g23609	
OG0024781	Montipora_capitata_PredGene_g23692	
OG0024782	Montipora_capitata_PredGene_g23693	
OG0024783	Montipora_capitata_PredGene_g2372	
OG0024784	Montipora_capitata_PredGene_g23720	
OG0024785	Montipora_capitata_PredGene_g23732	
OG0024786	Montipora_capitata_PredGene_g23733	
OG0024787	Montipora_capitata_PredGene_g23786	
OG0024788	Montipora_capitata_PredGene_g2380	
OG0024789	Montipora_capitata_PredGene_g23800	
OG0024790	Montipora_capitata_PredGene_g23801	
OG0024791	Montipora_capitata_PredGene_g23803	
OG0024792	Montipora_capitata_PredGene_g23804	
OG0024793	Montipora_capitata_PredGene_g23825	
OG0024794	Montipora_capitata_PredGene_g23826	
OG0024795	Montipora_capitata_PredGene_g23829	
OG0024796	Montipora_capitata_PredGene_g23834	
OG0024797	Montipora_capitata_PredGene_g23838	
OG0024798	Montipora_capitata_PredGene_g23839	
OG0024799	Montipora_capitata_PredGene_g23841	
OG0024800	Montipora_capitata_PredGene_g23847	
OG0024801	Montipora_capitata_PredGene_g23862	
OG0024802	Montipora_capitata_PredGene_g23865	
OG0024803	Montipora_capitata_PredGene_g23874	
OG0024804	Montipora_capitata_PredGene_g23899	
OG0024805	Montipora_capitata_PredGene_g23905	
OG0024806	Montipora_capitata_PredGene_g23918	
OG0024807	Montipora_capitata_PredGene_g23998	
OG0024808	Montipora_capitata_PredGene_g24012	
OG0024809	Montipora_capitata_PredGene_g24021	
OG0024810	Montipora_capitata_PredGene_g24032	
OG0024811	Montipora_capitata_PredGene_g24033	
OG0024812	Montipora_capitata_PredGene_g24034	
OG0024813	Montipora_capitata_PredGene_g2404	
OG0024814	Montipora_capitata_PredGene_g24045	
OG0024815	Montipora_capitata_PredGene_g24046	
OG0024816	Montipora_capitata_PredGene_g24062	
OG0024817	Montipora_capitata_PredGene_g24068	
OG0024818	Montipora_capitata_PredGene_g24088	
OG0024819	Montipora_capitata_PredGene_g2409	
OG0024820	Montipora_capitata_PredGene_g24092	
OG0024821	Montipora_capitata_PredGene_g24096	
OG0024822	Montipora_capitata_PredGene_g24102	
OG0024823	Montipora_capitata_PredGene_g24110	
OG0024824	Montipora_capitata_PredGene_g24134	
OG0024825	Montipora_capitata_PredGene_g24143	
OG0024826	Montipora_capitata_PredGene_g24164	
OG0024827	Montipora_capitata_PredGene_g24190	
OG0024828	Montipora_capitata_PredGene_g242	
OG0024829	Montipora_capitata_PredGene_g24222	
OG0024830	Montipora_capitata_PredGene_g24231	
OG0024831	Montipora_capitata_PredGene_g24233	
OG0024832	Montipora_capitata_PredGene_g24243	
OG0024833	Montipora_capitata_PredGene_g24276	
OG0024834	Montipora_capitata_PredGene_g24284	
OG0024835	Montipora_capitata_PredGene_g24290	
OG0024836	Montipora_capitata_PredGene_g24292	
OG0024837	Montipora_capitata_PredGene_g2430	
OG0024838	Montipora_capitata_PredGene_g24334	
OG0024839	Montipora_capitata_PredGene_g24351	
OG0024840	Montipora_capitata_PredGene_g24353	
OG0024841	Montipora_capitata_PredGene_g24361	
OG0024842	Montipora_capitata_PredGene_g24365	
OG0024843	Montipora_capitata_PredGene_g24397	
OG0024844	Montipora_capitata_PredGene_g24407	
OG0024845	Montipora_capitata_PredGene_g24413	
OG0024846	Montipora_capitata_PredGene_g24415	
OG0024847	Montipora_capitata_PredGene_g24464	
OG0024848	Montipora_capitata_PredGene_g24476	
OG0024849	Montipora_capitata_PredGene_g24478	
OG0024850	Montipora_capitata_PredGene_g24484	
OG0024851	Montipora_capitata_PredGene_g24485	
OG0024852	Montipora_capitata_PredGene_g24592	
OG0024853	Montipora_capitata_PredGene_g246	
OG0024854	Montipora_capitata_PredGene_g24651	
OG0024855	Montipora_capitata_PredGene_g24671	
OG0024856	Montipora_capitata_PredGene_g2471	
OG0024857	Montipora_capitata_PredGene_g24714	
OG0024858	Montipora_capitata_PredGene_g24719	
OG0024859	Montipora_capitata_PredGene_g2474	
OG0024860	Montipora_capitata_PredGene_g24767	
OG0024861	Montipora_capitata_PredGene_g24779	
OG0024862	Montipora_capitata_PredGene_g24781	
OG0024863	Montipora_capitata_PredGene_g24793	
OG0024864	Montipora_capitata_PredGene_g24794	
OG0024865	Montipora_capitata_PredGene_g24798	
OG0024866	Montipora_capitata_PredGene_g24817	
OG0024867	Montipora_capitata_PredGene_g24868	
OG0024868	Montipora_capitata_PredGene_g24884	
OG0024869	Montipora_capitata_PredGene_g24892	
OG0024870	Montipora_capitata_PredGene_g24896	
OG0024871	Montipora_capitata_PredGene_g24907	
OG0024872	Montipora_capitata_PredGene_g24915	
OG0024873	Montipora_capitata_PredGene_g24919	
OG0024874	Montipora_capitata_PredGene_g24929	
OG0024875	Montipora_capitata_PredGene_g24931	
OG0024876	Montipora_capitata_PredGene_g2497	
OG0024877	Montipora_capitata_PredGene_g24985	
OG0024878	Montipora_capitata_PredGene_g25007	
OG0024879	Montipora_capitata_PredGene_g25044	
OG0024880	Montipora_capitata_PredGene_g25046	
OG0024881	Montipora_capitata_PredGene_g25066	
OG0024882	Montipora_capitata_PredGene_g25074	
OG0024883	Montipora_capitata_PredGene_g25080	
OG0024884	Montipora_capitata_PredGene_g25081	
OG0024885	Montipora_capitata_PredGene_g25102	
OG0024886	Montipora_capitata_PredGene_g25107	
OG0024887	Montipora_capitata_PredGene_g25110	
OG0024888	Montipora_capitata_PredGene_g25117	
OG0024889	Montipora_capitata_PredGene_g25123	
OG0024890	Montipora_capitata_PredGene_g25145	
OG0024891	Montipora_capitata_PredGene_g25151	
OG0024892	Montipora_capitata_PredGene_g25153	
OG0024893	Montipora_capitata_PredGene_g25157	
OG0024894	Montipora_capitata_PredGene_g25159	
OG0024895	Montipora_capitata_PredGene_g25161	
OG0024896	Montipora_capitata_PredGene_g25164	
OG0024897	Montipora_capitata_PredGene_g25165	
OG0024898	Montipora_capitata_PredGene_g25174	
OG0024899	Montipora_capitata_PredGene_g25182	
OG0024900	Montipora_capitata_PredGene_g25183	
OG0024901	Montipora_capitata_PredGene_g25189	
OG0024902	Montipora_capitata_PredGene_g25190	
OG0024903	Montipora_capitata_PredGene_g2521	
OG0024904	Montipora_capitata_PredGene_g25218	
OG0024905	Montipora_capitata_PredGene_g25225	
OG0024906	Montipora_capitata_PredGene_g25230	
OG0024907	Montipora_capitata_PredGene_g25260	
OG0024908	Montipora_capitata_PredGene_g25267	
OG0024909	Montipora_capitata_PredGene_g25268	
OG0024910	Montipora_capitata_PredGene_g25270	
OG0024911	Montipora_capitata_PredGene_g25276	
OG0024912	Montipora_capitata_PredGene_g25277	
OG0024913	Montipora_capitata_PredGene_g25285	
OG0024914	Montipora_capitata_PredGene_g25297	
OG0024915	Montipora_capitata_PredGene_g25300	
OG0024916	Montipora_capitata_PredGene_g25306	
OG0024917	Montipora_capitata_PredGene_g25326	
OG0024918	Montipora_capitata_PredGene_g25331	
OG0024919	Montipora_capitata_PredGene_g2534	
OG0024920	Montipora_capitata_PredGene_g25354	
OG0024921	Montipora_capitata_PredGene_g25376	
OG0024922	Montipora_capitata_PredGene_g25383	
OG0024923	Montipora_capitata_PredGene_g25401	
OG0024924	Montipora_capitata_PredGene_g25420	
OG0024925	Montipora_capitata_PredGene_g25421	
OG0024926	Montipora_capitata_PredGene_g25431	
OG0024927	Montipora_capitata_PredGene_g25435	
OG0024928	Montipora_capitata_PredGene_g25440	
OG0024929	Montipora_capitata_PredGene_g25479	
OG0024930	Montipora_capitata_PredGene_g2548	
OG0024931	Montipora_capitata_PredGene_g25494	
OG0024932	Montipora_capitata_PredGene_g25500	
OG0024933	Montipora_capitata_PredGene_g25512	
OG0024934	Montipora_capitata_PredGene_g25515	
OG0024935	Montipora_capitata_PredGene_g25520	
OG0024936	Montipora_capitata_PredGene_g25522	
OG0024937	Montipora_capitata_PredGene_g25539	
OG0024938	Montipora_capitata_PredGene_g25558	
OG0024939	Montipora_capitata_PredGene_g25562	
OG0024940	Montipora_capitata_PredGene_g25573	
OG0024941	Montipora_capitata_PredGene_g25574	
OG0024942	Montipora_capitata_PredGene_g25594	
OG0024943	Montipora_capitata_PredGene_g2560	
OG0024944	Montipora_capitata_PredGene_g25613	
OG0024945	Montipora_capitata_PredGene_g25618	
OG0024946	Montipora_capitata_PredGene_g25624	
OG0024947	Montipora_capitata_PredGene_g25625	
OG0024948	Montipora_capitata_PredGene_g25657	
OG0024949	Montipora_capitata_PredGene_g25658	
OG0024950	Montipora_capitata_PredGene_g2568	
OG0024951	Montipora_capitata_PredGene_g25697	
OG0024952	Montipora_capitata_PredGene_g25701	
OG0024953	Montipora_capitata_PredGene_g25703	
OG0024954	Montipora_capitata_PredGene_g25716	
OG0024955	Montipora_capitata_PredGene_g25720	
OG0024956	Montipora_capitata_PredGene_g25760	
OG0024957	Montipora_capitata_PredGene_g25761	
OG0024958	Montipora_capitata_PredGene_g25776	
OG0024959	Montipora_capitata_PredGene_g25777	
OG0024960	Montipora_capitata_PredGene_g25779	
OG0024961	Montipora_capitata_PredGene_g25788	
OG0024962	Montipora_capitata_PredGene_g25797	
OG0024963	Montipora_capitata_PredGene_g25806	
OG0024964	Montipora_capitata_PredGene_g25848	
OG0024965	Montipora_capitata_PredGene_g25861	
OG0024966	Montipora_capitata_PredGene_g2591	
OG0024967	Montipora_capitata_PredGene_g25924	
OG0024968	Montipora_capitata_PredGene_g25935	
OG0024969	Montipora_capitata_PredGene_g25936	
OG0024970	Montipora_capitata_PredGene_g25938	
OG0024971	Montipora_capitata_PredGene_g25946	
OG0024972	Montipora_capitata_PredGene_g25950	
OG0024973	Montipora_capitata_PredGene_g25958	
OG0024974	Montipora_capitata_PredGene_g25962	
OG0024975	Montipora_capitata_PredGene_g25968	
OG0024976	Montipora_capitata_PredGene_g25975	
OG0024977	Montipora_capitata_PredGene_g25976	
OG0024978	Montipora_capitata_PredGene_g25980	
OG0024979	Montipora_capitata_PredGene_g25982	
OG0024980	Montipora_capitata_PredGene_g25984	
OG0024981	Montipora_capitata_PredGene_g25993	
OG0024982	Montipora_capitata_PredGene_g26000	
OG0024983	Montipora_capitata_PredGene_g26008	
OG0024984	Montipora_capitata_PredGene_g26012	
OG0024985	Montipora_capitata_PredGene_g26021	
OG0024986	Montipora_capitata_PredGene_g26029	
OG0024987	Montipora_capitata_PredGene_g26080	
OG0024988	Montipora_capitata_PredGene_g26086	
OG0024989	Montipora_capitata_PredGene_g26129	
OG0024990	Montipora_capitata_PredGene_g26182	
OG0024991	Montipora_capitata_PredGene_g26185	
OG0024992	Montipora_capitata_PredGene_g26196	
OG0024993	Montipora_capitata_PredGene_g26202	
OG0024994	Montipora_capitata_PredGene_g26204	
OG0024995	Montipora_capitata_PredGene_g26205	
OG0024996	Montipora_capitata_PredGene_g26225	
OG0024997	Montipora_capitata_PredGene_g26227	
OG0024998	Montipora_capitata_PredGene_g26229	
OG0024999	Montipora_capitata_PredGene_g26231	
OG0025000	Montipora_capitata_PredGene_g26239	
OG0025001	Montipora_capitata_PredGene_g26245	
OG0025002	Montipora_capitata_PredGene_g26247	
OG0025003	Montipora_capitata_PredGene_g26276	
OG0025004	Montipora_capitata_PredGene_g26278	
OG0025005	Montipora_capitata_PredGene_g26281	
OG0025006	Montipora_capitata_PredGene_g26284	
OG0025007	Montipora_capitata_PredGene_g26288	
OG0025008	Montipora_capitata_PredGene_g26293	
OG0025009	Montipora_capitata_PredGene_g26302	
OG0025010	Montipora_capitata_PredGene_g26323	
OG0025011	Montipora_capitata_PredGene_g26349	
OG0025012	Montipora_capitata_PredGene_g26368	
OG0025013	Montipora_capitata_PredGene_g2638	
OG0025014	Montipora_capitata_PredGene_g26382	
OG0025015	Montipora_capitata_PredGene_g26388	
OG0025016	Montipora_capitata_PredGene_g26394	
OG0025017	Montipora_capitata_PredGene_g26395	
OG0025018	Montipora_capitata_PredGene_g26396	
OG0025019	Montipora_capitata_PredGene_g26405	
OG0025020	Montipora_capitata_PredGene_g26406	
OG0025021	Montipora_capitata_PredGene_g26409	
OG0025022	Montipora_capitata_PredGene_g26412	
OG0025023	Montipora_capitata_PredGene_g26413	
OG0025024	Montipora_capitata_PredGene_g26430	
OG0025025	Montipora_capitata_PredGene_g26433	
OG0025026	Montipora_capitata_PredGene_g26436	
OG0025027	Montipora_capitata_PredGene_g26455	
OG0025028	Montipora_capitata_PredGene_g26462	
OG0025029	Montipora_capitata_PredGene_g26463	
OG0025030	Montipora_capitata_PredGene_g26464	
OG0025031	Montipora_capitata_PredGene_g26466	
OG0025032	Montipora_capitata_PredGene_g26469	
OG0025033	Montipora_capitata_PredGene_g26474	
OG0025034	Montipora_capitata_PredGene_g26489	
OG0025035	Montipora_capitata_PredGene_g26492	
OG0025036	Montipora_capitata_PredGene_g26497	
OG0025037	Montipora_capitata_PredGene_g26507	
OG0025038	Montipora_capitata_PredGene_g26519	
OG0025039	Montipora_capitata_PredGene_g26525	
OG0025040	Montipora_capitata_PredGene_g26551	
OG0025041	Montipora_capitata_PredGene_g26558	
OG0025042	Montipora_capitata_PredGene_g26559	
OG0025043	Montipora_capitata_PredGene_g26560	
OG0025044	Montipora_capitata_PredGene_g26562	
OG0025045	Montipora_capitata_PredGene_g26564	
OG0025046	Montipora_capitata_PredGene_g26565	
OG0025047	Montipora_capitata_PredGene_g26567	
OG0025048	Montipora_capitata_PredGene_g26572	
OG0025049	Montipora_capitata_PredGene_g26574	
OG0025050	Montipora_capitata_PredGene_g26590	
OG0025051	Montipora_capitata_PredGene_g26656	
OG0025052	Montipora_capitata_PredGene_g26682	
