Orthogroup	Mcap.protein	Pocillopora_acuta_PredGenes_experimental_v1.transcripts.pep	Total
OG0004402	2	3	5
OG0004403	4	1	5
OG0004404	5	0	5
OG0004405	1	4	5
OG0004406	2	3	5
OG0004407	1	4	5
OG0004408	2	3	5
OG0004409	2	3	5
OG0004410	1	4	5
OG0004411	5	0	5
OG0004412	4	1	5
OG0004413	3	2	5
OG0004414	5	0	5
OG0004415	3	2	5
OG0004416	5	0	5
OG0004417	2	3	5
OG0004418	4	1	5
OG0004419	5	0	5
OG0004420	4	1	5
OG0004421	5	0	5
OG0004422	5	0	5
OG0004423	1	4	5
OG0004424	2	3	5
OG0004425	1	4	5
OG0004426	2	3	5
OG0004427	5	0	5
OG0004428	5	0	5
OG0004429	1	4	5
OG0004430	5	0	5
OG0004431	4	1	5
OG0004432	5	0	5
OG0004433	5	0	5
OG0004434	5	0	5
OG0004435	2	3	5
OG0004436	5	0	5
OG0004437	2	3	5
OG0004438	5	0	5
OG0004439	2	3	5
OG0004440	2	3	5
OG0004441	4	1	5
OG0004442	2	3	5
OG0004443	2	3	5
OG0004444	5	0	5
OG0004445	4	1	5
OG0004446	5	0	5
OG0004447	2	3	5
OG0004448	5	0	5
OG0004449	1	4	5
OG0004450	2	3	5
OG0004451	5	0	5
OG0004452	5	0	5
OG0004453	2	3	5
OG0004454	2	3	5
OG0004455	2	3	5
OG0004456	5	0	5
OG0004457	5	0	5
OG0004458	2	3	5
OG0004459	2	3	5
OG0004460	5	0	5
OG0004461	5	0	5
OG0004462	5	0	5
OG0004463	5	0	5
OG0004464	5	0	5
OG0004465	5	0	5
OG0004466	2	3	5
OG0004467	2	3	5
OG0004468	2	3	5
OG0004469	1	4	5
OG0004470	5	0	5
OG0004471	5	0	5
OG0004472	2	3	5
OG0004473	5	0	5
OG0004474	5	0	5
OG0004475	3	2	5
OG0004476	1	4	5
OG0004477	2	3	5
OG0004478	2	3	5
OG0004479	3	2	5
OG0004480	5	0	5
OG0004481	5	0	5
OG0004482	1	4	5
OG0004483	1	4	5
OG0004484	1	4	5
OG0004485	1	4	5
OG0004486	3	2	5
OG0004487	5	0	5
OG0004488	5	0	5
OG0004489	5	0	5
OG0004490	2	3	5
OG0004491	5	0	5
OG0004492	5	0	5
OG0004493	1	4	5
OG0004494	1	4	5
OG0004495	2	3	5
OG0004496	1	4	5
OG0004497	1	4	5
OG0004498	1	4	5
OG0004499	1	4	5
OG0004500	5	0	5
OG0004501	2	3	5
OG0004502	5	0	5
OG0004503	1	4	5
OG0004504	1	4	5
OG0004505	1	4	5
OG0004506	1	4	5
OG0004507	5	0	5
OG0004508	1	4	5
OG0004509	5	0	5
OG0004510	1	4	5
OG0004511	5	0	5
OG0004512	1	4	5
OG0004513	5	0	5
OG0004514	1	4	5
OG0004515	1	4	5
OG0004516	2	3	5
OG0004517	1	4	5
OG0004518	1	4	5
OG0004519	1	4	5
OG0004520	1	4	5
OG0004521	1	4	5
OG0004522	1	4	5
OG0004523	2	3	5
OG0004524	3	2	5
OG0004525	4	1	5
OG0004526	3	2	5
OG0004527	5	0	5
OG0004528	5	0	5
OG0004529	1	4	5
OG0004530	1	4	5
OG0004531	1	4	5
OG0004532	5	0	5
OG0004533	2	3	5
OG0004534	5	0	5
OG0004535	5	0	5
OG0004536	1	4	5
OG0004537	5	0	5
OG0004538	1	4	5
OG0004539	5	0	5
OG0004540	1	4	5
OG0004541	1	4	5
OG0004542	1	4	5
OG0004543	5	0	5
OG0004544	1	4	5
OG0004545	1	4	5
OG0004546	5	0	5
OG0004547	1	4	5
OG0004548	1	4	5
OG0004549	3	2	5
OG0004550	5	0	5
OG0004551	1	4	5
OG0004552	5	0	5
OG0004553	5	0	5
OG0004554	5	0	5
OG0004555	5	0	5
OG0004556	5	0	5
OG0004557	1	4	5
OG0004558	1	4	5
OG0004559	5	0	5
OG0004560	1	4	5
OG0004561	5	0	5
OG0004562	5	0	5
OG0004563	1	4	5
OG0004564	1	4	5
OG0004565	1	4	5
OG0004566	5	0	5
OG0004567	2	3	5
OG0004568	3	2	5
OG0004569	1	4	5
OG0004570	1	4	5
OG0004571	1	4	5
OG0004572	5	0	5
OG0004573	5	0	5
OG0004574	2	3	5
OG0004575	2	3	5
OG0004576	4	1	5
OG0004577	1	4	5
OG0004578	1	4	5
OG0004579	1	4	5
OG0004580	2	3	5
OG0004581	4	1	5
OG0004582	1	4	5
OG0004583	1	4	5
OG0004584	1	4	5
OG0004585	4	1	5
OG0004586	1	4	5
OG0004587	1	4	5
OG0004588	1	4	5
OG0004589	1	4	5
OG0004590	1	4	5
OG0004591	1	4	5
OG0004592	4	1	5
OG0004593	2	3	5
OG0004594	1	4	5
OG0004595	5	0	5
OG0004596	2	3	5
OG0004597	5	0	5
OG0004598	1	4	5
OG0004599	1	4	5
OG0004600	1	4	5
OG0004601	3	2	5
OG0004602	4	1	5
OG0004603	5	0	5
OG0004604	1	4	5
OG0004605	5	0	5
OG0004606	2	3	5
OG0004607	2	3	5
OG0004608	5	0	5
OG0004609	1	4	5
OG0004610	1	4	5
OG0004611	2	3	5
OG0004612	2	3	5
OG0004613	3	2	5
OG0004614	1	4	5
OG0004615	3	2	5
OG0004616	5	0	5
OG0004617	1	4	5
OG0004618	5	0	5
OG0004619	1	4	5
OG0004620	1	4	5
OG0004621	1	4	5
OG0004622	2	3	5
OG0004623	2	3	5
OG0004624	5	0	5
OG0004625	1	4	5
OG0004626	1	4	5
OG0004627	1	4	5
OG0004628	5	0	5
OG0004629	5	0	5
OG0004630	1	4	5
OG0004631	2	3	5
OG0004632	1	4	5
OG0004633	5	0	5
OG0004634	1	4	5
OG0004635	1	4	5
OG0004636	1	4	5
OG0004637	1	4	5
OG0004638	1	4	5
OG0004639	2	3	5
OG0004640	1	4	5
OG0004641	1	4	5
OG0004642	5	0	5
OG0004643	1	4	5
OG0004644	1	4	5
OG0004645	1	4	5
OG0004646	1	4	5
OG0004647	1	4	5
OG0004648	1	4	5
OG0004649	1	4	5
OG0004650	1	4	5
OG0004651	1	4	5
OG0004652	1	4	5
OG0004653	1	4	5
OG0004654	5	0	5
OG0004655	2	3	5
OG0004656	2	3	5
OG0004657	2	3	5
OG0004658	3	2	5
OG0004659	1	4	5
OG0004660	1	4	5
OG0004661	3	2	5
OG0004662	1	4	5
OG0004663	1	4	5
OG0004664	1	4	5
OG0004665	1	4	5
OG0004666	1	4	5
OG0004667	2	3	5
OG0004668	1	4	5
OG0004669	1	4	5
OG0004670	5	0	5
OG0004671	3	2	5
OG0004672	1	4	5
OG0004673	1	4	5
OG0004674	2	3	5
OG0004675	1	4	5
OG0004676	1	4	5
OG0004677	1	4	5
OG0004678	1	4	5
OG0004679	1	4	5
OG0004680	5	0	5
OG0004681	1	4	5
OG0004682	5	0	5
OG0004683	1	4	5
OG0004684	1	4	5
OG0004685	2	3	5
OG0004686	1	4	5
OG0004687	1	4	5
OG0004688	1	4	5
OG0004689	1	4	5
OG0004690	5	0	5
OG0004691	2	3	5
OG0004692	1	4	5
OG0004693	1	4	5
OG0004694	1	4	5
OG0004695	1	4	5
OG0004696	1	4	5
OG0004697	4	1	5
OG0004698	1	4	5
OG0004699	1	4	5
OG0004700	1	4	5
OG0004701	1	4	5
OG0004702	1	4	5
OG0004703	4	1	5
OG0004704	2	3	5
OG0004705	2	3	5
OG0004706	1	4	5
OG0004707	1	4	5
OG0004708	2	3	5
OG0004709	1	4	5
OG0004710	1	4	5
OG0004711	1	4	5
OG0004712	3	2	5
OG0004713	1	4	5
OG0004714	5	0	5
OG0004715	5	0	5
OG0004716	5	0	5
OG0004717	1	4	5
OG0004718	1	4	5
OG0004719	5	0	5
OG0004720	1	4	5
OG0004721	1	4	5
OG0004722	1	4	5
OG0004723	1	4	5
OG0004724	1	4	5
OG0004725	1	4	5
OG0004726	1	4	5
OG0004727	2	3	5
OG0004728	1	4	5
OG0004729	1	4	5
OG0004730	5	0	5
OG0004731	5	0	5
OG0004732	1	4	5
OG0004733	2	3	5
OG0004734	5	0	5
OG0004735	1	4	5
OG0004736	1	4	5
OG0004737	1	4	5
OG0004738	1	4	5
OG0004739	2	3	5
OG0004740	5	0	5
OG0004741	1	4	5
OG0004742	1	4	5
OG0004743	1	4	5
OG0004744	5	0	5
OG0004745	4	1	5
OG0004746	1	4	5
OG0004747	5	0	5
OG0004748	4	1	5
OG0004749	1	4	5
OG0004750	1	4	5
OG0004751	2	3	5
OG0004752	1	4	5
OG0004753	1	4	5
OG0004754	1	4	5
OG0004755	4	1	5
OG0004756	4	1	5
OG0004757	1	4	5
OG0004758	3	2	5
OG0004759	4	1	5
OG0004760	1	4	5
OG0004761	1	4	5
OG0004762	1	4	5
OG0004763	2	3	5
OG0004764	1	4	5
OG0004765	2	3	5
OG0004766	1	4	5
OG0004767	3	2	5
OG0004768	3	2	5
OG0004769	1	4	5
OG0004770	4	1	5
OG0004771	1	4	5
OG0004772	1	4	5
OG0004773	2	3	5
OG0004774	2	3	5
OG0004775	1	4	5
OG0004776	1	4	5
OG0004777	1	4	5
OG0004778	1	4	5
OG0004779	1	4	5
OG0004780	2	3	5
OG0004781	1	4	5
OG0004782	1	4	5
OG0004783	1	4	5
OG0004784	1	4	5
OG0004785	2	3	5
OG0004786	1	4	5
OG0004787	1	4	5
OG0004788	2	3	5
OG0004789	2	3	5
OG0004790	5	0	5
OG0004791	3	2	5
OG0004792	1	4	5
OG0004793	1	4	5
OG0004794	5	0	5
OG0004795	2	3	5
OG0004796	2	3	5
OG0004797	1	4	5
OG0004798	5	0	5
OG0004799	1	4	5
OG0004800	1	4	5
OG0004801	2	3	5
OG0004802	1	4	5
OG0004803	1	4	5
OG0004804	1	4	5
OG0004805	5	0	5
OG0004806	5	0	5
OG0004807	1	4	5
OG0004808	1	4	5
OG0004809	1	4	5
OG0004810	1	4	5
OG0004811	1	4	5
OG0004812	1	4	5
OG0004813	1	4	5
OG0004814	1	4	5
OG0004815	1	4	5
OG0004816	5	0	5
OG0004817	1	4	5
OG0004818	1	4	5
OG0004819	1	4	5
OG0004820	1	4	5
OG0004821	1	4	5
OG0004822	1	4	5
OG0004823	2	3	5
OG0004824	2	3	5
OG0004825	1	4	5
OG0004826	1	4	5
OG0004827	1	4	5
OG0004828	1	4	5
OG0004829	1	4	5
OG0004830	1	4	5
OG0004831	3	2	5
OG0004832	1	4	5
OG0004833	1	4	5
OG0004834	2	3	5
OG0004835	1	4	5
OG0004836	2	3	5
OG0004837	4	1	5
OG0004838	1	4	5
OG0004839	1	4	5
OG0004840	1	4	5
OG0004841	1	4	5
OG0004842	2	3	5
OG0004843	1	4	5
OG0004844	1	4	5
OG0004845	1	4	5
OG0004846	5	0	5
OG0004847	5	0	5
OG0004848	2	3	5
OG0004849	1	4	5
OG0004850	1	4	5
OG0004851	1	4	5
OG0004852	1	4	5
OG0004853	3	2	5
OG0004854	1	4	5
OG0004855	2	3	5
OG0004856	1	4	5
OG0004857	1	4	5
OG0004858	1	4	5
OG0004859	5	0	5
OG0004860	1	4	5
OG0004861	1	4	5
OG0004862	1	4	5
OG0004863	3	2	5
OG0004864	1	4	5
OG0004865	2	3	5
OG0004866	1	4	5
OG0004867	1	4	5
OG0004868	1	4	5
OG0004869	1	4	5
OG0004870	1	4	5
OG0004871	1	4	5
OG0004872	5	0	5
OG0004873	1	4	5
OG0004874	1	4	5
OG0004875	2	3	5
OG0004876	2	3	5
OG0004877	1	4	5
OG0004878	2	3	5
OG0004879	4	1	5
OG0004880	4	1	5
OG0004881	2	3	5
OG0004882	2	3	5
OG0004883	1	4	5
OG0004884	1	4	5
OG0004885	1	4	5
OG0004886	1	4	5
OG0004887	1	4	5
OG0004888	2	3	5
OG0004889	5	0	5
OG0004890	1	4	5
OG0004891	1	4	5
OG0004892	1	4	5
OG0004893	1	4	5
OG0004894	1	4	5
OG0004895	2	3	5
OG0004896	1	4	5
OG0004897	5	0	5
OG0004898	1	4	5
OG0004899	1	4	5
OG0004900	1	4	5
OG0004901	1	4	5
OG0004902	2	3	5
OG0004903	1	4	5
OG0004904	2	3	5
OG0004905	1	4	5
OG0004906	1	4	5
OG0004907	4	1	5
OG0004908	1	4	5
OG0004909	1	4	5
OG0004910	1	4	5
OG0004911	1	4	5
OG0004912	1	4	5
OG0004913	1	4	5
OG0004914	1	4	5
OG0004915	1	4	5
OG0004916	2	3	5
OG0004917	2	3	5
OG0004918	2	3	5
OG0004919	1	4	5
OG0004920	1	4	5
OG0004921	1	4	5
OG0004922	2	3	5
OG0004923	4	1	5
OG0004924	2	3	5
OG0004925	2	3	5
OG0004926	1	4	5
OG0004927	4	1	5
OG0004928	5	0	5
OG0004929	1	4	5
OG0004930	5	0	5
OG0004931	3	2	5
OG0004932	1	4	5
OG0004933	1	4	5
OG0004934	2	3	5
OG0004935	2	3	5
OG0004936	1	4	5
OG0004937	1	4	5
OG0004938	4	1	5
OG0004939	2	3	5
OG0004940	1	4	5
OG0004941	1	4	5
OG0004942	1	4	5
OG0004943	2	3	5
OG0004944	5	0	5
OG0004945	1	4	5
OG0004946	2	3	5
OG0004947	1	4	5
OG0004948	4	1	5
OG0004949	1	4	5
OG0004950	1	4	5
OG0004951	1	4	5
OG0004952	1	4	5
OG0004953	1	4	5
OG0004954	1	4	5
OG0004955	1	4	5
OG0004956	1	4	5
OG0004957	1	4	5
OG0004958	2	3	5
OG0004959	2	3	5
OG0004960	2	3	5
OG0004961	1	4	5
OG0004962	1	4	5
OG0004963	1	4	5
OG0004964	1	4	5
OG0004965	1	4	5
OG0004966	1	4	5
OG0004967	1	4	5
OG0004968	3	2	5
OG0004969	1	4	5
OG0004970	1	4	5
OG0004971	1	4	5
OG0004972	4	1	5
OG0004973	5	0	5
OG0004974	1	4	5
OG0004975	1	4	5
OG0004976	1	4	5
OG0004977	1	4	5
OG0004978	1	4	5
OG0004979	4	1	5
OG0004980	1	4	5
OG0004981	1	4	5
OG0004982	1	4	5
OG0004983	3	2	5
OG0004984	1	4	5
OG0004985	1	4	5
OG0004986	1	4	5
OG0004987	1	4	5
OG0004988	2	3	5
OG0004989	1	4	5
OG0004990	1	4	5
OG0004991	1	4	5
OG0004992	2	3	5
OG0004993	2	3	5
OG0004994	2	3	5
OG0004995	2	3	5
OG0004996	1	4	5
OG0004997	1	4	5
OG0004998	4	1	5
OG0004999	2	3	5
OG0005000	5	0	5
OG0005001	1	4	5
OG0005002	2	3	5
OG0005003	1	4	5
OG0005004	1	4	5
OG0005005	1	4	5
OG0005006	1	4	5
OG0005007	1	4	5
OG0005008	2	3	5
OG0005009	1	4	5
OG0005010	2	3	5
OG0005011	1	4	5
OG0005012	1	4	5
OG0005013	1	4	5
OG0005014	1	4	5
OG0005015	2	3	5
OG0005016	3	2	5
OG0005017	1	4	5
OG0005018	1	4	5
OG0005019	1	4	5
OG0005020	1	4	5
OG0005021	2	3	5
OG0005022	2	3	5
OG0005023	1	4	5
OG0005024	1	4	5
OG0005025	2	3	5
OG0005026	2	3	5
OG0005027	1	4	5
OG0005028	2	3	5
OG0005029	1	4	5
OG0005030	2	3	5
OG0005031	1	4	5
OG0005032	2	3	5
OG0005033	1	4	5
OG0005034	1	4	5
OG0005035	1	4	5
OG0005036	2	3	5
OG0005037	1	4	5
OG0005038	2	3	5
OG0005039	1	4	5
OG0005040	1	4	5
OG0005041	1	4	5
OG0005042	1	4	5
OG0005043	1	4	5
OG0005044	1	4	5
OG0005045	1	4	5
OG0005046	1	4	5
OG0005047	1	4	5
OG0005048	1	4	5
OG0005049	2	3	5
OG0005050	1	4	5
OG0005051	5	0	5
OG0005052	1	4	5
OG0005053	1	4	5
OG0005054	1	4	5
OG0005055	1	4	5
OG0005056	1	4	5
OG0005057	1	4	5
OG0005058	1	4	5
OG0005059	2	3	5
OG0005060	0	5	5
OG0005061	0	5	5
OG0005062	0	5	5
OG0005063	0	5	5
OG0005064	0	5	5
OG0005065	0	5	5
OG0005066	0	5	5
OG0005067	0	5	5
OG0005068	0	5	5
OG0005069	0	5	5
OG0005070	0	5	5
OG0005071	0	5	5
OG0005072	0	5	5
OG0005073	0	5	5
OG0005074	0	5	5
OG0005075	0	5	5
OG0005076	0	5	5
OG0005077	0	5	5
OG0005078	0	5	5
OG0005079	0	5	5
OG0005080	0	5	5
OG0005081	0	5	5
OG0005082	0	5	5
OG0005083	0	5	5
OG0005084	0	5	5
OG0005085	0	5	5
OG0005086	0	5	5
OG0005087	0	5	5
OG0005088	0	5	5
OG0005089	0	5	5
OG0005090	0	5	5
OG0005091	0	5	5
OG0005092	0	5	5
OG0005093	0	5	5
OG0005094	0	5	5
OG0005095	0	5	5
OG0005096	0	5	5
OG0005097	0	5	5
OG0005098	0	5	5
OG0005099	0	5	5
OG0005100	0	5	5
OG0005101	0	5	5
OG0005102	0	5	5
OG0005103	0	5	5
OG0005104	0	5	5
OG0005105	0	5	5
OG0005106	0	5	5
OG0005107	0	5	5
OG0005108	0	5	5
OG0005109	0	5	5
OG0005110	0	5	5
OG0005111	0	5	5
OG0005112	0	5	5
OG0005113	0	5	5
OG0005114	0	5	5
OG0005115	0	5	5
OG0005116	0	5	5
OG0005117	0	5	5
OG0005118	0	5	5
OG0005119	0	5	5
OG0005120	0	5	5
OG0005121	0	5	5
OG0005122	0	5	5
OG0005123	0	5	5
OG0005124	0	5	5
OG0005125	0	5	5
OG0005126	0	5	5
OG0005127	0	5	5
OG0005128	0	5	5
OG0005129	0	5	5
OG0005130	0	5	5
OG0005131	0	5	5
OG0005132	0	5	5
OG0005133	0	5	5
OG0005134	0	5	5
OG0005135	0	5	5
OG0005136	0	5	5
OG0005137	0	5	5
OG0005138	0	5	5
OG0005139	0	5	5
OG0005140	0	5	5
OG0005141	0	5	5
OG0005142	0	5	5
OG0005143	0	5	5
OG0005144	0	5	5
OG0005145	0	5	5
OG0005146	0	5	5
OG0005147	0	5	5
OG0005148	0	5	5
OG0005149	0	5	5
OG0005150	0	5	5
OG0005151	0	5	5
OG0005152	0	5	5
OG0005153	0	5	5
OG0005154	0	5	5
OG0005155	0	5	5
OG0005156	0	5	5
OG0005157	0	5	5
OG0005158	0	5	5
OG0005159	0	5	5
OG0005160	0	5	5
OG0005161	0	5	5
OG0005162	0	5	5
OG0005163	0	5	5
OG0005164	0	5	5
OG0005165	0	5	5
OG0005166	0	5	5
OG0005167	0	5	5
OG0005168	0	5	5
OG0005169	0	5	5
OG0005170	0	5	5
OG0005171	0	5	5
OG0005172	0	5	5
OG0005173	0	5	5
OG0005174	0	5	5
OG0005175	0	5	5
OG0005176	0	5	5
OG0005177	0	5	5
OG0005178	0	5	5
OG0005179	0	5	5
OG0005180	0	5	5
OG0005181	0	5	5
OG0005182	0	5	5
OG0005183	0	5	5
OG0005184	0	5	5
OG0005185	0	5	5
OG0005186	0	5	5
OG0005187	0	5	5
OG0005188	0	5	5
OG0005189	0	5	5
OG0005190	0	5	5
OG0005191	0	5	5
OG0005192	0	5	5
OG0005193	0	5	5
OG0005194	0	5	5
OG0005195	0	5	5
OG0005196	0	5	5
OG0005197	0	5	5
OG0005198	0	5	5
OG0005199	0	5	5
OG0005200	0	5	5
OG0005201	0	5	5
OG0005202	0	5	5
OG0005203	0	5	5
OG0005204	0	5	5
OG0005205	0	5	5
OG0005206	0	5	5
OG0005207	0	5	5
OG0005208	0	5	5
OG0005209	0	5	5
OG0005210	0	5	5
OG0005211	0	5	5
OG0005212	0	5	5
OG0005213	0	5	5
OG0005214	0	5	5
OG0005215	0	5	5
OG0005216	0	5	5
OG0005217	0	5	5
OG0005218	0	5	5
OG0005219	0	5	5
OG0005220	0	5	5
OG0005221	0	5	5
OG0005222	0	5	5
OG0005223	0	5	5
OG0005224	0	5	5
OG0005225	0	5	5
OG0005226	0	5	5
OG0005227	0	5	5
OG0005228	0	5	5
OG0005229	0	5	5
OG0005230	0	5	5
OG0005231	0	5	5
OG0005232	0	5	5
OG0005233	0	5	5
OG0005234	0	5	5
OG0005235	0	5	5
OG0005236	0	5	5
OG0005237	0	5	5
OG0005238	0	5	5
OG0005239	0	5	5
OG0005240	0	5	5
OG0005241	0	5	5
OG0005242	0	5	5
OG0005243	0	5	5
OG0005244	0	5	5
OG0005245	0	5	5
OG0005246	0	5	5
OG0005247	0	5	5
OG0005248	0	5	5
OG0005249	0	5	5
OG0005250	0	5	5
OG0005251	0	5	5
OG0005252	0	5	5
OG0005253	0	5	5
OG0005254	0	5	5
OG0005255	0	5	5
OG0005256	0	5	5
OG0005257	0	5	5
OG0005258	0	5	5
OG0005259	0	5	5
OG0005260	0	5	5
OG0005261	0	5	5
OG0005262	0	5	5
OG0005263	0	5	5
OG0005264	0	5	5
OG0005265	0	5	5
OG0005266	0	5	5
OG0005267	0	5	5
OG0005268	0	5	5
OG0005269	0	5	5
OG0005270	0	5	5
OG0005271	0	5	5
OG0005272	0	5	5
OG0005273	0	5	5
OG0005274	0	5	5
OG0005275	0	5	5
OG0005276	0	5	5
OG0005277	0	5	5
OG0005278	0	5	5
OG0005279	0	5	5
OG0005280	0	5	5
OG0005281	0	5	5
OG0005282	0	5	5
OG0005283	0	5	5
OG0005284	0	5	5
OG0005285	0	5	5
OG0005286	0	5	5
OG0005287	0	5	5
OG0005288	0	5	5
OG0005289	0	5	5
OG0005290	0	5	5
OG0005291	0	5	5
OG0005292	0	5	5
OG0005293	0	5	5
OG0005294	0	5	5
OG0005295	0	5	5
OG0005296	0	5	5
OG0005297	0	5	5
OG0005298	0	5	5
OG0005299	0	5	5
OG0005300	0	5	5
OG0005301	0	5	5
OG0005302	0	5	5
OG0005303	0	5	5
OG0005304	0	5	5
OG0005305	0	5	5
OG0005306	0	5	5
OG0005307	0	5	5
OG0005308	0	5	5
OG0005309	0	5	5
OG0005310	0	5	5
OG0005311	0	5	5
OG0005312	0	5	5
OG0005313	0	5	5
OG0005314	0	5	5
OG0005315	0	5	5
OG0005316	0	5	5
OG0005317	0	5	5
OG0005318	0	5	5
OG0005319	0	5	5
OG0005320	0	5	5
OG0005321	0	5	5
OG0005322	0	5	5
OG0005323	0	5	5
OG0005324	0	5	5
OG0005325	0	5	5
OG0005326	0	5	5
OG0005327	0	5	5
OG0005328	0	5	5
OG0005329	0	5	5
OG0005330	0	5	5
OG0005331	0	5	5
OG0005332	0	5	5
OG0005333	0	5	5
OG0005334	0	5	5
OG0005335	0	5	5
OG0005336	0	5	5
OG0005337	0	5	5
OG0005338	0	5	5
OG0005339	0	5	5
OG0005340	0	5	5
OG0005341	0	5	5
OG0005342	0	5	5
OG0005343	0	5	5
OG0005344	0	5	5
OG0005345	0	5	5
OG0005346	0	5	5
OG0005347	0	5	5
OG0005348	0	5	5
OG0005349	0	5	5
OG0005350	0	5	5
OG0005351	0	5	5
OG0005352	0	5	5
OG0005353	0	5	5
OG0005354	0	5	5
OG0005355	0	5	5
OG0005356	0	5	5
OG0005357	0	5	5
OG0005358	0	5	5
OG0005359	0	5	5
OG0005360	0	5	5
OG0005361	0	5	5
OG0005362	0	5	5
OG0005363	0	5	5
OG0005364	0	5	5
OG0005365	0	5	5
OG0005366	0	5	5
OG0005367	0	5	5
OG0005368	0	5	5
OG0005369	0	5	5
OG0005370	0	5	5
OG0005371	0	5	5
OG0005372	0	5	5
OG0005373	0	5	5
OG0005374	0	5	5
OG0005375	0	5	5
OG0005376	0	5	5
OG0005377	0	5	5
OG0005378	0	5	5
OG0005379	0	5	5
OG0005380	0	5	5
OG0005381	0	5	5
OG0005382	0	5	5
OG0005383	0	5	5
OG0005384	0	5	5
OG0005385	0	5	5
OG0005386	0	5	5
OG0005387	0	5	5
OG0005388	0	5	5
OG0005389	0	5	5
OG0005390	0	5	5
OG0005391	0	5	5
OG0005392	0	5	5
OG0005393	0	5	5
OG0005394	0	5	5
OG0005395	0	5	5
OG0005396	0	5	5
OG0005397	0	5	5
OG0005398	0	5	5
OG0005399	0	5	5
OG0005400	0	5	5
OG0005401	1	3	4
OG0005402	1	3	4
OG0005403	4	0	4
OG0005404	3	1	4
OG0005405	2	2	4
OG0005406	2	2	4
OG0005407	2	2	4
OG0005408	1	3	4
OG0005409	1	3	4
OG0005410	1	3	4
OG0005411	1	3	4
OG0005412	4	0	4
OG0005413	4	0	4
OG0005414	2	2	4
OG0005415	4	0	4
OG0005416	4	0	4
OG0005417	1	3	4
OG0005418	2	2	4
OG0005419	3	1	4
OG0005420	2	2	4
OG0005421	1	3	4
OG0005422	1	3	4
OG0005423	3	1	4
OG0005424	4	0	4
OG0005425	4	0	4
OG0005426	4	0	4
OG0005427	2	2	4
OG0005428	2	2	4
OG0005429	2	2	4
OG0005430	1	3	4
OG0005431	1	3	4
OG0005432	3	1	4
OG0005433	3	1	4
OG0005434	2	2	4
OG0005435	1	3	4
OG0005436	1	3	4
OG0005437	3	1	4
OG0005438	4	0	4
OG0005439	3	1	4
OG0005440	1	3	4
OG0005441	1	3	4
OG0005442	4	0	4
OG0005443	3	1	4
OG0005444	2	2	4
OG0005445	3	1	4
OG0005446	2	2	4
OG0005447	3	1	4
OG0005448	1	3	4
OG0005449	1	3	4
OG0005450	4	0	4
OG0005451	1	3	4
OG0005452	4	0	4
OG0005453	1	3	4
OG0005454	4	0	4
OG0005455	4	0	4
OG0005456	2	2	4
OG0005457	4	0	4
OG0005458	1	3	4
OG0005459	2	2	4
OG0005460	4	0	4
OG0005461	4	0	4
OG0005462	2	2	4
OG0005463	4	0	4
OG0005464	2	2	4
OG0005465	1	3	4
OG0005466	1	3	4
OG0005467	2	2	4
OG0005468	1	3	4
OG0005469	3	1	4
OG0005470	1	3	4
OG0005471	4	0	4
OG0005472	1	3	4
OG0005473	3	1	4
OG0005474	1	3	4
OG0005475	4	0	4
OG0005476	2	2	4
OG0005477	4	0	4
OG0005478	1	3	4
OG0005479	4	0	4
OG0005480	3	1	4
OG0005481	1	3	4
OG0005482	3	1	4
OG0005483	3	1	4
OG0005484	4	0	4
OG0005485	2	2	4
OG0005486	1	3	4
OG0005487	4	0	4
OG0005488	4	0	4
OG0005489	2	2	4
OG0005490	4	0	4
OG0005491	4	0	4
OG0005492	1	3	4
OG0005493	4	0	4
OG0005494	2	2	4
OG0005495	2	2	4
OG0005496	4	0	4
OG0005497	1	3	4
OG0005498	3	1	4
OG0005499	4	0	4
OG0005500	2	2	4
OG0005501	2	2	4
OG0005502	1	3	4
OG0005503	2	2	4
OG0005504	4	0	4
OG0005505	2	2	4
OG0005506	1	3	4
OG0005507	2	2	4
OG0005508	4	0	4
OG0005509	3	1	4
OG0005510	2	2	4
OG0005511	1	3	4
OG0005512	1	3	4
OG0005513	3	1	4
OG0005514	2	2	4
OG0005515	1	3	4
OG0005516	2	2	4
OG0005517	2	2	4
OG0005518	1	3	4
OG0005519	2	2	4
OG0005520	4	0	4
OG0005521	4	0	4
OG0005522	2	2	4
OG0005523	4	0	4
OG0005524	4	0	4
OG0005525	2	2	4
OG0005526	2	2	4
OG0005527	1	3	4
OG0005528	1	3	4
OG0005529	2	2	4
OG0005530	3	1	4
OG0005531	4	0	4
OG0005532	1	3	4
OG0005533	1	3	4
OG0005534	2	2	4
OG0005535	2	2	4
OG0005536	1	3	4
OG0005537	1	3	4
OG0005538	3	1	4
OG0005539	1	3	4
OG0005540	3	1	4
OG0005541	1	3	4
OG0005542	3	1	4
OG0005543	4	0	4
OG0005544	3	1	4
OG0005545	2	2	4
OG0005546	1	3	4
OG0005547	2	2	4
OG0005548	4	0	4
OG0005549	3	1	4
OG0005550	4	0	4
OG0005551	2	2	4
OG0005552	3	1	4
OG0005553	2	2	4
OG0005554	3	1	4
OG0005555	1	3	4
OG0005556	2	2	4
OG0005557	2	2	4
OG0005558	1	3	4
OG0005559	1	3	4
OG0005560	2	2	4
OG0005561	4	0	4
OG0005562	2	2	4
OG0005563	4	0	4
